timestep,r_perf,r_cost,r_energy,latency,replicas,avg_cpu_percent,ram_usage,num_requests,total_cpu_m,total_ram_mi,success_ratio,pod_power,hpa_target,masterk8s_cpu,masterk8s_mem,worker11_cpu,worker11_mem,worker12_cpu,worker12_mem,worker13_cpu,worker13_mem,worker14_cpu,worker14_mem
384,1.0,-0.85,-1.2788802,0.0083,17.0,45.52941,0.0,15.0,1935.0,375.0,1.0,182.90787,50.0,73,17,9,11,12,11,8,10,12,13
385,-0.18500003,-0.85,-1.2618984,0.0237,17.0,48.164707,0.0,60.0,2047.0,376.0,1.0,180.904,10.0,83,17,11,11,17,11,12,10,11,13
386,1.0,-0.85,-1.226765,0.0076,17.0,49.64706,0.0,13.0,2110.0,376.0,1.0,176.75827,90.0,63,17,12,11,13,11,11,10,13,13
387,1.0,-0.85,-1.302857,0.005,17.0,46.30588,0.0,5.0,1968.0,376.0,1.0,185.73714,10.0,22,17,10,11,14,11,10,10,11,13
388,1.0,-0.85,-1.1839553,0.005,17.0,47.97647,0.0,5.0,2039.0,375.0,1.0,171.70673,30.0,21,17,11,11,13,11,11,10,13,13
389,1.0,-0.85,-1.1119328,0.005,17.0,47.717648,0.0,4.0,2028.0,375.0,1.0,163.20807,30.0,16,17,11,11,14,11,11,10,12,13
390,1.0,-0.85,-1.1423864,0.0048,17.0,44.42353,0.0,3.0,1888.0,375.0,1.0,166.8016,10.0,12,17,11,11,14,11,11,10,12,13
391,1.0,-0.85,-0.9546373,0.0102,17.0,41.85882,0.0,19.0,1779.0,377.0,1.0,144.6472,30.0,79,17,10,11,13,11,11,10,12,13
392,1.0,-0.85,-1.1873655,0.0046,17.0,33.835293,0.0,2.0,1438.0,375.0,1.0,172.10913,10.0,8,17,8,11,11,11,8,10,10,13
393,1.0,-0.85,-1.080326,0.0052,17.0,32.82353,0.0,5.0,1395.0,376.0,1.0,159.47847,30.0,25,17,8,11,10,11,8,10,7,13
394,1.0,-0.85,-1.22893,0.0048,17.0,32.282352,0.0,3.0,1372.0,376.0,1.0,177.01373,30.0,14,17,7,11,10,11,7,10,10,13
395,1.0,-0.85,-1.1964599,0.0049,17.0,34.870586,0.0,4.0,1482.0,375.0,1.0,173.18227,10.0,19,17,7,11,9,11,7,10,10,13
396,1.0,-0.85,-1.1052327,0.0064,17.0,33.835293,0.0,10.0,1438.0,375.0,1.0,162.41747,50.0,53,17,8,11,10,11,7,10,7,13
397,1.0,-0.85,-1.1346762,0.0055,17.0,37.882355,0.0,7.0,1610.0,375.0,1.0,165.8918,30.0,36,17,8,11,10,11,8,10,10,13
398,1.0,-0.85,-1.2614627,0.0045,17.0,38.988235,0.0,2.0,1657.0,375.0,1.0,180.8526,90.0,7,17,9,11,12,11,8,10,10,13
399,1.0,-0.75,-0.97107565,0.0109,15.0,43.226665,0.0,20.0,1621.0,331.0,1.0,146.58693,30.0,78,17,10,11,7,11,10,10,9,13
400,-0.29000005,-0.75,-0.99168473,0.0258,15.0,47.04,0.0,64.0,1764.0,333.0,1.0,149.0188,70.0,84,17,10,11,7,11,10,10,10,13
401,1.0,-0.75,-0.95867974,0.01,15.0,41.893333,0.0,18.0,1571.0,332.0,1.0,145.1242,30.0,78,17,9,11,6,11,9,10,12,13
402,-0.265,-0.75,-0.9658401,0.0253,15.0,42.986668,0.0,99.0,1612.0,333.0,1.0,145.96913,50.0,83,17,11,11,7,11,10,10,9,13
403,-0.28499997,-0.75,-0.9967782,0.0257,15.0,44.0,0.0,127.0,1650.0,332.0,1.0,149.61983,50.0,83,17,10,11,7,11,9,10,10,13
404,-0.31,-0.75,-1.0063616,0.0262,15.0,42.373333,0.0,139.0,1589.0,331.0,1.0,150.75067,10.0,83,17,8,11,6,11,7,10,13,13
405,-0.255,-0.75,-0.9551424,0.0251,15.0,40.48,0.0,130.0,1518.0,331.0,1.0,144.7068,70.0,83,17,11,11,8,11,10,10,9,13
406,-0.29000005,-0.75,-0.96873564,0.0258,15.0,41.093334,0.0,133.0,1541.0,333.0,1.0,146.3108,90.0,84,17,10,11,6,11,9,10,8,13
407,-0.265,-0.75,-0.9570695,0.0253,15.0,40.746666,0.0,123.0,1528.0,332.0,1.0,144.9342,70.0,85,17,7,11,6,11,7,10,12,13
408,-0.32,-0.75,-0.99236554,0.0264,15.0,42.88,0.0,127.0,1608.0,333.0,1.0,149.09914,70.0,83,17,11,11,8,11,10,10,9,13
409,-0.32,-0.75,-1.0458266,0.0264,15.0,43.893333,0.0,132.0,1646.0,333.0,1.0,155.40753,70.0,87,17,10,11,6,11,9,10,9,13
410,-0.29000005,-0.75,-0.9962407,0.0258,15.0,41.44,0.0,130.0,1554.0,332.0,1.0,149.5564,10.0,87,17,8,11,5,11,8,10,12,13
411,-0.315,-0.75,-1.0195853,0.0263,15.0,42.266666,0.0,146.0,1585.0,333.0,1.0,152.31107,90.0,81,17,11,11,7,11,10,10,10,13
412,-0.33999994,-0.75,-1.0496961,0.0268,15.0,43.92,0.0,141.0,1647.0,334.0,1.0,155.86414,50.0,83,17,10,11,6,11,10,10,9,13
413,-0.32999998,-0.75,-1.0458905,0.0266,15.0,40.88,0.0,131.0,1533.0,332.0,1.0,155.41507,70.0,87,17,8,11,6,11,8,10,12,13
414,-0.3,-0.75,-1.0097841,0.026,15.0,41.76,0.0,131.0,1566.0,334.0,1.0,151.15453,10.0,83,18,11,11,9,11,10,10,9,13
415,-0.32,-0.75,-1.0379074,0.0264,15.0,41.81333,0.0,132.0,1568.0,334.0,1.0,154.47307,10.0,80,18,11,11,6,11,10,10,9,13
416,-0.32999998,-0.75,-1.0274723,0.0266,15.0,40.986668,0.0,147.0,1537.0,334.0,1.0,153.24173,10.0,86,18,8,11,5,11,8,10,13,13
417,-0.32999998,-0.75,-1.0310124,0.0266,15.0,44.453335,0.0,166.0,1667.0,334.0,1.0,153.65947,10.0,87,17,10,11,8,11,10,10,10,13
418,-0.33499998,-0.75,-1.0423802,0.0267,15.0,42.533333,0.0,141.0,1595.0,335.0,1.0,155.00087,70.0,81,17,10,11,7,11,10,10,9,13
419,-0.325,-0.75,-1.0331633,0.0265,15.0,43.44,0.0,159.0,1629.0,334.0,1.0,153.91327,10.0,86,17,8,11,5,11,8,10,12,13
420,-0.325,-0.75,-1.0455819,0.0265,15.0,42.18667,0.0,160.0,1582.0,335.0,1.0,155.37866,30.0,82,17,10,11,7,11,9,10,11,13
421,-0.325,-0.75,-1.0274515,0.0265,15.0,42.24,0.0,164.0,1584.0,334.0,1.0,153.23927,70.0,82,17,9,11,7,11,9,10,11,13
422,-0.32999998,-0.75,-1.0568035,0.0266,15.0,42.96,0.0,138.0,1611.0,335.0,1.0,156.7028,50.0,85,17,10,11,7,11,9,10,11,13
423,-0.32,-0.75,-1.0450311,0.0264,15.0,41.573334,0.0,150.0,1559.0,333.0,1.0,155.31366,90.0,83,17,10,11,7,11,9,10,10,13
424,-0.33499998,-0.75,-1.0419763,0.0267,15.0,43.066666,0.0,138.0,1615.0,334.0,1.0,154.9532,50.0,83,17,9,11,6,11,9,10,10,13
425,-0.32999998,-0.75,-1.0419712,0.0266,15.0,43.093334,0.0,145.0,1616.0,336.0,1.0,154.9526,50.0,84,17,9,11,7,11,9,10,11,13
426,-0.32,-0.75,-1.0594802,0.0264,15.0,41.146667,0.0,131.0,1543.0,335.0,1.0,157.01866,70.0,84,17,10,11,6,11,9,10,10,13
427,-0.325,-0.75,-1.061548,0.0265,15.0,41.44,0.0,128.0,1554.0,337.0,1.0,157.26266,70.0,83,17,9,11,6,11,9,10,11,13
428,-0.31,-0.75,-1.0491135,0.0262,15.0,42.666668,0.0,149.0,1600.0,337.0,1.0,155.7954,10.0,84,17,10,11,6,11,9,10,10,13
429,-0.32999998,-0.75,-1.0608339,0.0266,15.0,43.466667,0.0,128.0,1630.0,338.0,1.0,157.1784,50.0,86,17,9,11,7,11,9,10,10,13
430,-0.33999994,-0.75,-1.0741814,0.0268,15.0,43.706665,0.0,130.0,1639.0,335.0,1.0,158.7534,70.0,82,17,9,11,7,11,9,10,12,13
431,-0.32999998,-0.75,-1.0490576,0.0266,15.0,45.68,0.0,126.0,1713.0,337.0,1.0,155.7888,50.0,88,17,11,11,7,11,10,10,9,13
432,-0.325,-0.75,-1.0607712,0.0265,15.0,45.413334,0.0,123.0,1703.0,338.0,1.0,157.171,70.0,84,17,10,11,7,11,10,10,12,13
433,-0.315,-0.75,-1.0673773,0.0263,15.0,47.04,0.0,123.0,1764.0,337.0,1.0,157.95053,90.0,79,17,10,11,7,11,10,10,14,13
434,-0.32999998,-0.75,-1.081248,0.0266,15.0,46.426666,0.0,125.0,1741.0,338.0,1.0,159.58727,90.0,83,17,11,11,7,11,10,10,11,13
435,-0.33499998,-0.75,-1.0638334,0.0267,15.0,46.613335,0.0,133.0,1748.0,338.0,1.0,157.53233,90.0,85,17,10,11,8,11,10,10,11,13
436,-0.34500003,-0.75,-1.0733095,0.0269,15.0,47.226665,0.0,135.0,1771.0,339.0,1.0,158.65053,50.0,79,17,10,11,7,11,10,10,15,13
437,-0.33499998,-0.75,-1.0647594,0.0267,15.0,47.146667,0.0,136.0,1768.0,337.0,1.0,157.6416,30.0,78,17,10,11,7,11,10,10,11,13
438,-0.33499998,-0.75,-1.0798746,0.0267,15.0,45.146667,0.0,131.0,1693.0,337.0,1.0,159.4252,50.0,84,17,11,11,7,11,10,10,11,13
439,-0.325,-0.75,-1.063795,0.0265,15.0,46.613335,0.0,140.0,1748.0,342.0,1.0,157.5278,90.0,83,17,11,11,7,11,10,10,14,13
440,-0.33999994,-0.75,-1.0799192,0.0268,15.0,48.24,0.0,123.0,1809.0,339.0,1.0,159.43047,70.0,79,17,11,11,8,11,10,10,10,13
441,-0.325,-0.75,-1.0677446,0.0265,15.0,44.986668,0.0,83.0,1687.0,341.0,1.0,157.99387,50.0,87,17,11,11,7,11,11,10,10,13
442,-0.33499998,-0.75,-1.0826621,0.0267,15.0,45.226665,0.0,59.0,1696.0,341.0,1.0,159.75414,90.0,86,17,11,11,7,11,11,10,13,13
443,-0.33499998,-0.75,-1.0661763,0.0267,15.0,45.413334,0.0,135.0,1703.0,340.0,1.0,157.8088,10.0,79,17,11,11,8,11,10,10,10,13
444,-0.32999998,-0.75,-1.062321,0.0266,15.0,46.266666,0.0,128.0,1735.0,341.0,1.0,157.35387,70.0,82,17,11,11,8,11,10,10,9,13
445,-0.32999998,-0.75,-1.0678304,0.0266,15.0,48.746666,0.0,128.0,1828.0,340.0,1.0,158.004,50.0,86,17,11,11,7,11,10,10,13,13
446,-0.35500002,-0.75,-1.0721475,0.0271,15.0,43.466667,0.0,140.0,1630.0,339.0,1.0,158.5134,10.0,82,17,10,11,7,11,10,10,12,13
447,-0.325,-0.75,-1.0733387,0.0265,15.0,46.96,0.0,125.0,1761.0,342.0,1.0,158.65398,10.0,78,17,11,11,7,11,10,10,10,13
448,-0.33999994,-0.75,-1.0679243,0.0268,15.0,47.226665,0.0,133.0,1771.0,342.0,1.0,158.01506,30.0,85,17,10,11,7,11,11,10,14,13
449,-0.33499998,-0.75,-1.0683831,0.0267,15.0,45.2,0.0,128.0,1695.0,341.0,1.0,158.0692,90.0,83,17,11,11,7,11,10,10,11,13
450,-0.32999998,-0.75,-1.0428853,0.0266,15.0,47.386665,0.0,138.0,1777.0,342.0,1.0,155.06047,30.0,76,17,12,11,7,11,10,10,10,13
451,-0.32999998,-0.75,-1.0512938,0.0266,15.0,45.92,0.0,155.0,1722.0,341.0,1.0,156.05267,90.0,83,17,9,11,7,11,8,10,14,13
452,-0.33499998,-0.75,-1.050696,0.0267,15.0,47.626667,0.0,207.0,1786.0,341.0,1.0,155.98213,90.0,79,17,11,11,8,11,11,10,11,13
453,-0.33499998,-0.75,-1.045531,0.0267,15.0,44.506668,0.0,255.0,1669.0,342.0,1.0,155.37267,90.0,86,17,10,11,5,11,9,10,12,13
454,-0.32,-0.75,-1.0368464,0.0264,15.0,45.493332,0.0,262.0,1706.0,345.0,1.0,154.34787,70.0,85,17,11,11,8,11,10,10,12,13
455,-0.325,-0.75,-1.0401893,0.0265,15.0,45.76,0.0,207.0,1716.0,343.0,1.0,154.74234,30.0,79,17,10,11,8,11,10,10,11,13
456,-0.33499998,-0.75,-1.0421046,0.0267,15.0,46.8,0.0,142.0,1755.0,344.0,1.0,154.96834,10.0,81,17,9,11,6,11,9,10,13,13
457,-0.325,-0.75,-1.03513,0.0265,15.0,47.386665,0.0,65.0,1777.0,342.0,1.0,154.14534,30.0,85,17,11,11,8,11,10,10,12,13
458,1.0,-0.75,-1.0118564,0.0114,15.0,44.773335,0.0,20.0,1679.0,343.0,1.0,151.39906,30.0,75,17,10,11,8,11,10,10,10,13
459,1.0,-0.75,-1.0161904,0.0121,15.0,44.32,0.0,21.0,1662.0,343.0,1.0,151.91046,70.0,74,17,9,11,6,11,9,10,12,13
460,-0.34500003,-0.75,-1.0583994,0.0269,15.0,45.386665,0.0,65.0,1702.0,343.0,1.0,156.89113,90.0,83,17,10,11,7,11,11,10,12,13
461,-0.325,-0.75,-1.0369079,0.0265,15.0,44.373333,0.0,54.0,1664.0,342.0,1.0,154.35513,50.0,82,17,10,11,7,11,10,10,11,13
462,-0.315,-0.75,-1.0555304,0.0263,15.0,44.453335,0.0,103.0,1667.0,343.0,1.0,156.5526,30.0,77,17,10,11,8,11,10,10,12,13
463,-0.33999994,-0.75,-1.04113,0.0268,15.0,45.333332,0.0,114.0,1700.0,344.0,1.0,154.85333,30.0,83,17,10,11,7,11,10,10,12,13
464,-0.32999998,-0.75,-1.0513706,0.0266,15.0,44.24,0.0,118.0,1659.0,342.0,1.0,156.06174,50.0,84,17,11,11,7,11,10,10,11,13
465,-0.315,-0.75,-1.0408441,0.0263,15.0,43.173332,0.0,109.0,1619.0,344.0,1.0,154.8196,10.0,78,17,10,11,7,11,9,10,12,13
466,1.0,-0.75,-1.0268497,0.0095,15.0,43.65333,0.0,16.0,1637.0,343.0,1.0,153.16827,70.0,76,17,10,11,7,11,10,10,11,13
467,-0.32,-0.75,-1.057269,0.0264,15.0,42.986668,0.0,121.0,1612.0,343.0,1.0,156.75774,70.0,86,17,10,11,8,11,10,10,11,13
468,-0.33499998,-0.75,-1.0592939,0.0267,15.0,42.533333,0.0,84.0,1595.0,342.0,1.0,156.99667,50.0,81,17,10,11,7,11,9,10,11,13
469,-0.325,-0.75,-1.0488108,0.0265,15.0,43.173332,0.0,82.0,1619.0,343.0,1.0,155.75967,70.0,79,17,11,11,7,11,9,10,11,13
470,1.0,-0.75,-1.0675293,0.0061,15.0,41.573334,0.0,8.0,1559.0,343.0,1.0,157.96846,90.0,48,17,10,11,7,11,9,10,11,13
471,1.0,-0.75,-1.0372192,0.0125,15.0,40.986668,0.0,22.0,1537.0,343.0,1.0,154.39186,90.0,84,17,9,11,7,11,10,10,11,13
472,1.0,-0.75,-1.0389175,0.0081,15.0,41.28,0.0,13.0,1548.0,343.0,1.0,154.59227,10.0,66,17,10,11,7,11,9,10,10,13
473,1.0,-0.75,-1.0412532,0.0115,15.0,42.506668,0.0,20.0,1594.0,343.0,1.0,154.86787,50.0,81,17,10,11,7,11,9,10,10,13
474,-0.33499998,-0.75,-1.0508633,0.0267,15.0,45.013332,0.0,70.0,1688.0,344.0,1.0,156.00186,70.0,82,17,9,11,7,11,10,10,12,13
475,1.0,-0.75,-1.039604,0.0167,15.0,43.733334,0.0,30.0,1640.0,343.0,1.0,154.67326,90.0,81,17,9,11,7,11,10,10,11,13
476,-0.049999986,-0.75,-1.057182,0.021,15.0,45.6,0.0,39.0,1710.0,343.0,1.0,156.74747,50.0,83,17,11,11,7,11,10,10,10,13
477,-0.33499998,-0.75,-1.0572509,0.0267,15.0,43.093334,0.0,74.0,1616.0,343.0,1.0,156.7556,50.0,81,17,10,11,7,11,10,10,13,13
478,-0.35000002,-0.75,-1.0665898,0.027,15.0,46.08,0.0,59.0,1728.0,344.0,1.0,157.8576,10.0,82,17,10,11,7,11,10,10,12,13
479,-0.33499998,-0.75,-1.0556345,0.0267,15.0,47.146667,0.0,136.0,1768.0,344.0,1.0,156.56487,10.0,82,17,10,11,8,11,10,10,11,13
480,-0.325,-0.75,-1.0464752,0.0265,15.0,46.8,0.0,109.0,1755.0,344.0,1.0,155.48407,30.0,84,17,11,11,7,11,10,10,13,13
481,-0.325,-0.75,-1.0548949,0.0265,15.0,45.52,0.0,56.0,1707.0,345.0,1.0,156.4776,30.0,82,17,10,11,7,11,9,10,14,13
482,-0.33499998,-0.75,-1.0498667,0.0267,15.0,45.6,0.0,74.0,1710.0,344.0,1.0,155.88426,10.0,82,17,10,11,8,11,10,10,11,13
483,-0.32999998,-0.75,-1.0319927,0.0266,15.0,46.426666,0.0,57.0,1741.0,345.0,1.0,153.77513,30.0,84,17,12,11,7,11,10,10,12,13
484,-0.31,-0.75,-1.0244548,0.0262,15.0,46.533333,0.0,99.0,1745.0,344.0,1.0,152.88567,50.0,84,17,9,11,7,11,9,10,13,13
485,-0.32999998,-0.75,-1.0428971,0.0266,15.0,43.333332,0.0,59.0,1625.0,344.0,1.0,155.06186,70.0,85,17,9,11,6,11,10,10,12,13
486,-0.32,-0.75,-1.04903,0.0264,15.0,42.08,0.0,59.0,1578.0,344.0,1.0,155.78554,90.0,85,17,8,11,8,11,8,10,11,13
487,-0.085000016,-0.75,-1.0480859,0.0217,15.0,43.413334,0.0,40.0,1628.0,344.0,1.0,155.67413,90.0,79,17,11,11,7,11,12,10,11,13
488,-0.33499998,-0.75,-1.0574683,0.0267,15.0,45.546665,0.0,52.0,1708.0,344.0,1.0,156.78127,50.0,82,17,10,11,6,11,9,10,12,13
489,-0.315,-0.75,-1.0508548,0.0263,15.0,46.24,0.0,77.0,1734.0,346.0,1.0,156.00087,50.0,87,17,9,11,8,11,8,10,12,13
490,-0.35500002,-0.75,-1.072157,0.0271,15.0,47.786667,0.0,82.0,1792.0,346.0,1.0,158.51453,50.0,82,17,13,11,8,11,11,10,12,13
491,-0.31,-0.75,-1.0627865,0.0262,15.0,46.133335,0.0,61.0,1730.0,345.0,1.0,157.4088,50.0,79,17,10,11,6,11,11,10,12,13
492,-0.315,-0.75,-1.0736746,0.0263,15.0,45.65333,0.0,49.0,1712.0,345.0,1.0,158.6936,10.0,84,17,9,11,9,11,8,10,12,13
493,-0.32999998,-0.75,-1.065157,0.0266,15.0,47.226665,0.0,103.0,1771.0,345.0,1.0,157.68854,50.0,83,17,13,11,8,11,12,10,11,13
494,-0.365,-0.75,-1.0850898,0.0273,15.0,47.84,0.0,75.0,1794.0,345.0,1.0,160.0406,30.0,82,17,12,11,7,11,12,10,12,13
495,-0.34500003,-0.75,-1.0599808,0.0269,15.0,44.826668,0.0,100.0,1681.0,345.0,1.0,157.07773,70.0,83,17,10,11,9,11,10,10,12,13
496,-0.325,-0.75,-1.0578091,0.0265,15.0,45.333332,0.0,115.0,1700.0,345.0,1.0,156.82147,30.0,83,17,13,11,8,11,11,10,12,13
497,-0.325,-0.75,-1.0704305,0.0265,15.0,43.36,0.0,70.0,1626.0,345.0,1.0,158.3108,30.0,83,17,11,11,6,11,12,10,12,13
498,-0.35000002,-0.75,-1.07077,0.027,15.0,44.02667,0.0,56.0,1651.0,345.0,1.0,158.35086,30.0,83,17,10,11,8,11,11,10,11,13
499,-0.33999994,-0.75,-1.0674113,0.0268,15.0,42.266666,0.0,54.0,1585.0,345.0,1.0,157.95453,50.0,83,17,12,11,7,11,10,10,11,13
500,-0.33499998,-0.75,-1.0525752,0.0267,15.0,44.8,0.0,144.0,1680.0,345.0,1.0,156.20387,10.0,83,17,10,11,6,11,10,10,12,13
501,-0.32999998,-0.75,-1.0664943,0.0266,15.0,45.626667,0.0,66.0,1711.0,345.0,1.0,157.84633,90.0,83,17,10,11,7,11,10,10,12,13
502,-0.35500002,-0.75,-1.0831511,0.0271,15.0,44.693333,0.0,139.0,1676.0,346.0,1.0,159.81183,10.0,85,17,10,11,8,11,10,10,12,13
503,-0.375,-0.75,-1.0896542,0.0275,15.0,45.6,0.0,135.0,1710.0,345.0,1.0,160.5792,50.0,82,17,10,11,6,11,10,10,11,13
504,-0.31,-0.75,-1.0367293,0.0262,15.0,44.48,0.0,120.0,1668.0,346.0,1.0,154.33406,10.0,83,17,10,11,7,11,9,10,11,13
505,1.0,-0.75,-1.0661763,0.0064,15.0,43.306667,0.0,9.0,1624.0,345.0,1.0,157.8088,70.0,46,17,10,11,8,11,10,10,11,13
506,-0.32999998,-0.75,-1.0295615,0.0266,15.0,43.733334,0.0,133.0,1640.0,345.0,1.0,153.48827,70.0,83,17,10,11,6,11,10,10,11,13
507,-0.32999998,-0.75,-1.0370159,0.0266,15.0,44.08,0.0,134.0,1653.0,345.0,1.0,154.36787,30.0,83,17,12,11,7,11,9,10,11,13
508,1.0,-0.75,-1.1314486,0.0049,15.0,42.373333,0.0,4.0,1589.0,346.0,1.0,165.51094,10.0,18,17,10,11,6,11,10,10,11,13
509,-0.35000002,-0.75,-1.0416012,0.027,15.0,44.933334,0.0,124.0,1685.0,345.0,1.0,154.90894,50.0,83,17,10,11,6,11,10,10,11,13
510,-0.34500003,-0.75,-1.0504881,0.0269,15.0,45.146667,0.0,63.0,1693.0,345.0,1.0,155.9576,10.0,82,17,11,11,7,11,9,10,11,13
511,-0.34500003,-0.75,-1.0454564,0.0269,15.0,45.36,0.0,142.0,1701.0,345.0,1.0,155.36386,50.0,82,17,10,11,8,11,10,10,11,13
512,-0.27999997,-0.75,-1.0475485,0.0256,15.0,41.65333,0.0,48.0,1562.0,345.0,1.0,155.61073,30.0,84,17,10,11,6,11,9,10,10,13
513,-0.34500003,-0.75,-1.0497762,0.0269,15.0,44.02667,0.0,108.0,1651.0,345.0,1.0,155.8736,70.0,82,17,10,11,8,11,9,10,12,13
514,-0.325,-0.75,-1.0537068,0.0265,15.0,44.506668,0.0,56.0,1669.0,345.0,1.0,156.3374,30.0,83,17,10,11,7,11,10,10,12,13
515,-0.33999994,-0.75,-1.0720034,0.0268,15.0,44.986668,0.0,83.0,1687.0,346.0,1.0,158.4964,30.0,85,17,11,11,7,11,9,10,11,13
516,1.0,-0.75,-1.0528886,0.0063,15.0,43.573334,0.0,9.0,1634.0,345.0,1.0,156.24086,50.0,43,17,10,11,7,11,9,10,11,13
517,1.0,-0.75,-1.0871813,0.0056,15.0,40.72,0.0,7.0,1527.0,345.0,1.0,160.2874,70.0,36,17,7,11,6,11,9,10,10,13
518,1.0,-0.75,-1.2305661,0.0043,15.0,42.32,0.0,2.0,1587.0,345.0,1.0,177.2068,10.0,7,17,9,11,7,11,10,10,11,13
519,1.0,-0.75,-1.1564243,0.0051,15.0,45.013332,0.0,4.0,1688.0,345.0,1.0,168.45807,10.0,18,17,11,11,6,11,11,10,11,13
520,1.0,-0.75,-1.1962243,0.0047,15.0,44.24,0.0,3.0,1659.0,345.0,1.0,173.15446,10.0,13,17,8,11,8,11,10,10,11,13
521,1.0,-0.75,-1.0347853,0.0072,15.0,48.32,0.0,11.0,1812.0,345.0,1.0,154.10466,50.0,54,17,9,11,9,11,8,10,12,13
522,1.0,-0.75,-1.2188876,0.0048,15.0,45.706665,0.0,3.0,1714.0,345.0,1.0,175.82874,90.0,12,17,11,11,7,11,11,10,12,13
523,1.0,-0.75,-1.1652418,0.0049,15.0,46.453335,0.0,4.0,1742.0,345.0,1.0,169.49854,90.0,18,17,10,11,8,11,10,10,12,13
524,1.0,-0.75,-1.1538101,0.0051,15.0,46.986668,0.0,4.0,1762.0,345.0,1.0,168.1496,30.0,18,17,11,11,8,11,11,10,12,13
525,1.0,-0.75,-1.0621136,0.0055,15.0,43.066666,0.0,6.0,1615.0,345.0,1.0,157.3294,50.0,29,17,13,11,7,11,11,10,11,13
526,1.0,-0.75,-1.014252,0.0064,15.0,40.933334,0.0,9.0,1535.0,345.0,1.0,151.68173,70.0,45,17,9,11,6,11,10,10,11,13
527,1.0,-0.75,-1.0668255,0.0055,15.0,41.65333,0.0,6.0,1562.0,345.0,1.0,157.8854,50.0,30,17,8,11,7,11,8,10,11,13
528,1.0,-0.75,-1.144361,0.0046,15.0,41.573334,0.0,3.0,1559.0,345.0,1.0,167.0346,50.0,13,17,10,11,6,11,10,10,10,13
529,1.0,-0.75,-1.0387526,0.0049,15.0,43.6,0.0,5.0,1635.0,346.0,1.0,154.5728,90.0,24,17,10,11,7,11,10,10,11,13
530,1.0,-0.75,-1.1782966,0.0041,15.0,40.053333,0.0,2.0,1502.0,346.0,1.0,171.039,10.0,7,17,9,11,6,11,9,10,10,13
531,1.0,-0.75,-0.96496946,0.0182,15.0,40.02667,0.0,35.0,1501.0,345.0,1.0,145.8664,10.0,84,17,10,11,6,11,9,10,11,13
532,1.0,-0.75,-1.0483792,0.0046,15.0,39.12,0.0,4.0,1467.0,345.0,1.0,155.70874,10.0,19,17,10,11,5,11,8,10,10,13
533,1.0,-0.75,-1.0560277,0.0047,15.0,39.573334,0.0,4.0,1484.0,346.0,1.0,156.61127,90.0,19,17,9,11,7,11,8,10,11,13
534,1.0,-0.75,-1.0528785,0.0047,15.0,38.8,0.0,4.0,1455.0,345.0,1.0,156.23967,30.0,19,17,10,11,6,11,10,10,10,13
535,1.0,-0.75,-0.9861751,0.0047,15.0,37.573334,0.0,5.0,1409.0,345.0,1.0,148.36867,50.0,24,18,9,11,5,11,9,10,10,13
536,1.0,-0.75,-0.97696894,0.006,15.0,39.2,0.0,9.0,1470.0,345.0,1.0,147.28233,50.0,48,17,7,11,7,11,7,10,10,13
537,1.0,-0.7,-1.013526,0.0058,14.0,42.6,0.0,8.0,1491.0,322.0,1.0,151.59607,70.0,42,17,11,11,6,11,10,10,11,13
538,1.0,-0.7,-1.0794971,0.0056,14.0,46.57143,0.0,7.0,1630.0,322.0,1.0,159.38066,70.0,33,17,10,11,6,11,10,10,11,13
539,1.0,-0.7,-1.0542243,0.0068,14.0,44.714287,0.0,10.0,1565.0,322.0,1.0,156.39847,90.0,50,17,8,11,8,11,8,10,12,13
540,1.0,-0.7,-1.101683,0.0053,14.0,41.942856,0.0,6.0,1468.0,322.0,1.0,161.9986,50.0,31,17,10,11,6,11,10,10,11,13
541,-0.27499998,-0.7,-1.079974,0.0255,14.0,45.314285,0.0,47.0,1586.0,322.0,1.0,159.43694,50.0,84,17,11,11,6,11,12,10,12,13
542,1.0,-0.7,-1.0840971,0.0052,14.0,43.114285,0.0,6.0,1509.0,323.0,1.0,159.92346,70.0,29,17,8,11,8,11,8,10,11,13
543,1.0,-0.7,-1.0790786,0.0064,14.0,43.342857,0.0,9.0,1517.0,322.0,1.0,159.33127,10.0,48,17,11,11,7,11,9,10,12,13
544,1.0,-0.7,-1.1330646,0.0055,14.0,47.285713,0.0,6.0,1655.0,322.0,1.0,165.70163,50.0,30,17,10,11,6,11,11,10,12,13
545,1.0,-0.7,-1.0582759,0.0064,14.0,46.885715,0.0,9.0,1641.0,322.0,1.0,156.87656,10.0,42,17,8,11,9,11,9,10,11,13
546,1.0,-0.7,-1.0528373,0.0082,14.0,47.314285,0.0,13.0,1656.0,323.0,1.0,156.2348,30.0,64,17,12,11,9,11,10,10,11,13
547,1.0,-0.7,-1.048792,0.0155,14.0,49.342857,0.0,27.0,1727.0,322.0,1.0,155.75746,10.0,83,17,12,11,7,11,11,10,11,13
548,1.0,-0.7,-1.0604553,0.0144,14.0,47.485714,0.0,25.0,1662.0,323.0,1.0,157.13373,50.0,77,17,9,11,9,11,10,10,12,13
549,1.0,-0.7,-1.0615451,0.0109,14.0,46.25714,0.0,18.0,1619.0,322.0,1.0,157.26233,70.0,73,17,11,11,7,11,11,10,12,13
