timestep,r_perf,r_cost,r_energy,latency,replicas,avg_cpu_percent,ram_usage,num_requests,total_cpu_m,total_ram_mi,success_ratio,pod_power,hpa_target
178,1.0,-2.45,-0.8187633,0.0139,49.0,36.45714,0.0,7.0,4466.0,1064.0,1.0,128.61407,10.0
179,1.0,-2.45,-0.5968599,0.015,49.0,35.82857,0.0,10.0,4389.0,1064.0,1.0,102.42947,30.0
180,1.0,-2.45,-0.79872906,0.0135,49.0,41.591835,0.0,6.0,5095.0,1064.0,1.0,126.25003,10.0
181,-0.32,-2.45,-0.20401922,0.0264,49.0,23.542856,0.0,47.0,2884.0,1064.0,1.0,56.07427,90.0
182,1.0,-2.2,-0.8534502,0.0136,44.0,40.261223,0.0,6.0,4932.0,1064.0,1.0,132.70712,30.0
183,1.0,-2.1,-0.587809,0.015,42.0,39.590908,0.0,9.0,4355.0,958.0,1.0,101.361465,10.0
184,1.0,-2.1,-0.8652866,0.0136,42.0,47.190475,0.0,6.0,4955.0,916.0,1.0,134.10382,70.0
185,1.0,-2.1,-0.59847736,0.0149,42.0,42.438095,0.0,9.0,4456.0,916.0,1.0,102.62033,50.0
186,1.0,-2.1,-0.48895994,0.0163,42.0,37.961906,0.0,13.0,3986.0,916.0,1.0,89.69727,90.0
187,-0.020000037,-2.1,-0.3533433,0.0204,42.0,38.714287,0.0,27.0,4065.0,917.0,1.0,73.69451,70.0
188,1.0,-2.1,-0.38489544,0.0198,42.0,38.533333,0.0,25.0,4046.0,917.0,1.0,77.41766,90.0
189,1.0,-2.1,-0.47676688,0.0176,42.0,36.314285,0.0,18.0,3813.0,916.0,1.0,88.25849,10.0
190,1.0,-2.1,-0.5732314,0.0157,42.0,44.409523,0.0,11.0,4663.0,916.0,1.0,99.641304,50.0
191,-0.26999998,-2.1,-0.2547856,0.0254,42.0,29.885714,0.0,42.0,3138.0,918.0,1.0,62.0647,50.0
192,1.0,-2.1,-0.4449511,0.0182,42.0,35.32381,0.0,20.0,3709.0,917.0,1.0,84.50423,50.0
193,1.0,-2.1,-0.4563514,0.018,42.0,42.190475,0.0,19.0,4430.0,917.0,1.0,85.849464,30.0
194,1.0,-2.1,-0.48612916,0.0173,42.0,38.971428,0.0,17.0,4092.0,917.0,1.0,89.36324,10.0
195,1.0,-2.1,-0.5513227,0.0161,42.0,49.980953,0.0,12.0,5248.0,917.0,1.0,97.056076,30.0
196,1.0,-2.1,-0.3878751,0.0198,42.0,47.466667,0.0,25.0,4984.0,917.0,1.0,77.769264,10.0
197,-0.425,-2.1,-0.2243333,0.0285,42.0,29.838095,0.0,66.0,3133.0,919.0,1.0,58.47133,90.0
198,-0.35000002,-2.1,-0.2293678,0.027,42.0,29.066668,0.0,46.0,3052.0,917.0,1.0,59.0654,10.0
199,-0.41500002,-2.1,-0.21164562,0.0283,42.0,31.457144,0.0,117.0,3303.0,918.0,1.0,56.974182,70.0
200,-0.41500002,-2.1,-0.21300678,0.0283,42.0,24.657143,0.0,84.0,2589.0,922.0,1.0,57.1348,30.0
201,-0.42000002,-1.45,-0.20958005,0.0284,29.0,27.514286,0.0,71.0,2889.0,919.0,1.0,56.730446,10.0
202,-0.11999996,-1.65,-0.39032164,0.0224,33.0,56.41379,0.0,24.0,4090.0,637.0,1.0,78.05795,10.0
203,-0.06499996,-1.65,-0.38845083,0.0213,33.0,40.169697,0.0,24.0,3314.0,721.0,1.0,77.8372,50.0
204,-0.020000037,-1.95,-0.36793086,0.0204,39.0,43.353848,0.0,24.0,4227.0,846.0,1.0,75.41584,90.0
205,1.0,-1.95,-0.39916748,0.0196,39.0,42.02051,0.0,23.0,4097.0,846.0,1.0,79.10176,70.0
206,-0.19000003,-1.95,-0.30627906,0.0238,39.0,27.569231,0.0,36.0,2688.0,846.0,1.0,68.14093,30.0
207,-0.43999997,-1.95,-0.23459208,0.0288,39.0,32.287178,0.0,90.0,3148.0,846.0,1.0,59.681866,30.0
208,-0.42999998,-1.95,-0.23577228,0.0286,39.0,32.22564,0.0,53.0,3142.0,846.0,1.0,59.82113,30.0
209,-0.43499997,-1.95,-0.23868757,0.0287,39.0,25.497437,0.0,96.0,2486.0,847.0,1.0,60.165134,50.0
210,-0.03000002,-1.7,-0.41030303,0.0206,34.0,44.91282,0.0,25.0,4379.0,847.0,1.0,80.41576,10.0
211,-0.52500004,-1.7,-0.26200432,0.0305,34.0,29.705883,0.0,54.0,2525.0,742.0,1.0,62.916508,50.0
212,-0.53000003,-1.7,-0.27158853,0.0306,34.0,38.6,0.0,112.0,3281.0,743.0,1.0,64.04745,70.0
213,-0.51500005,-1.7,-0.2638794,0.0303,34.0,35.588234,0.0,82.0,3025.0,745.0,1.0,63.137768,90.0
