timestep,r_perf,r_cost,r_energy,latency,replicas,avg_cpu_percent,ram_usage,num_requests,total_cpu_m,total_ram_mi,success_ratio,pod_power,hpa_target,masterk8s2_cpu,masterk8s2_mem,worker2_cpu,worker2_mem,worker21_cpu,worker21_mem,worker22_cpu,worker22_mem
149,-0.37500003,-2.25,-1.3190107,0.0275,45.0,19.413334,0.0,124.0,2184.0,977.0,1.0,187.64326,10.0,84,10,<unknown>,<unknown>,12,6,14,5
150,-0.37500003,-2.25,-1.3734361,0.0275,45.0,19.68,0.0,63.0,2214.0,978.0,1.0,194.06546,90.0,89,10,<unknown>,<unknown>,14,6,14,5
151,-0.38500002,-2.25,-1.3746791,0.0277,45.0,19.564444,0.0,142.0,2201.0,978.0,1.0,194.21213,30.0,87,10,<unknown>,<unknown>,14,6,13,5
152,-0.36000004,-2.25,-1.2986684,0.0272,45.0,20.551111,0.0,48.0,2312.0,978.0,1.0,185.24287,50.0,83,10,<unknown>,<unknown>,14,6,14,5
153,-0.38500002,-2.25,-1.2631481,0.0277,45.0,22.426666,0.0,108.0,2523.0,978.0,1.0,181.05147,50.0,89,10,<unknown>,<unknown>,14,6,14,5
154,-0.38500002,-2.25,-1.4219147,0.0277,45.0,30.791111,0.0,56.0,3464.0,978.0,1.0,199.78593,90.0,88,10,<unknown>,<unknown>,16,6,22,5
155,-0.37500003,-2.25,-1.4045198,0.0275,45.0,35.68889,0.0,83.0,4015.0,978.0,1.0,197.73334,30.0,84,10,<unknown>,<unknown>,21,6,24,5
156,1.0,-2.5,-1.9339098,0.0146,50.0,56.622223,0.0,9.0,6370.0,979.0,1.0,260.20135,10.0,8,10,<unknown>,<unknown>,38,6,41,5
157,1.0,-2.5,-1.981466,0.0137,50.0,45.064,0.0,7.0,5633.0,1080.0,1.0,265.813,50.0,3,10,<unknown>,<unknown>,37,6,35,5
158,1.0,-2.5,-1.2277898,0.012,50.0,15.648,0.0,2.0,1956.0,1079.0,1.0,176.8792,10.0,1,10,<unknown>,<unknown>,13,6,12,5
159,1.0,-2.5,-1.6961474,0.0126,50.0,28.712,0.0,4.0,3589.0,1080.0,1.0,232.1454,10.0,2,10,<unknown>,<unknown>,23,6,23,5
160,1.0,-2.5,-1.5152689,0.0121,50.0,22.704,0.0,3.0,2838.0,1078.0,1.0,210.80173,70.0,0,10,<unknown>,<unknown>,18,6,18,5
161,1.0,-2.9,-1.6475422,0.0151,58.0,38.184,0.0,11.0,4773.0,1078.0,1.0,226.40999,10.0,43,10,<unknown>,<unknown>,23,6,24,5
162,1.0,-2.9,-1.516087,0.0121,58.0,19.993103,0.0,3.0,2899.0,1239.0,1.0,210.89827,90.0,1,10,<unknown>,<unknown>,18,6,18,5
163,1.0,-2.9,-1.7020181,0.0126,58.0,25.206896,0.0,4.0,3655.0,1239.0,1.0,232.83813,90.0,1,10,<unknown>,<unknown>,23,6,23,5
164,1.0,-2.9,-1.6985842,0.0127,58.0,25.22069,0.0,4.0,3657.0,1238.0,1.0,232.43294,10.0,1,10,<unknown>,<unknown>,24,6,23,5
165,1.0,-2.9,-1.9431807,0.0134,58.0,34.68276,0.0,6.0,5029.0,1238.0,1.0,261.29532,30.0,3,10,<unknown>,<unknown>,32,6,32,5
166,1.0,-2.05,-1.875191,0.0144,41.0,32.772415,0.0,9.0,4752.0,1239.0,1.0,253.27254,50.0,19,10,<unknown>,<unknown>,31,6,30,5
167,1.0,-2.05,-1.8993812,0.0137,41.0,47.09268,0.0,6.0,4827.0,895.0,1.0,256.12698,90.0,3,10,<unknown>,<unknown>,30,5,33,5
168,1.0,-2.05,-1.4999897,0.0125,41.0,26.8,0.0,3.0,2747.0,895.0,1.0,208.9988,70.0,1,10,<unknown>,<unknown>,17,5,18,5
169,1.0,-2.05,-1.8235244,0.0133,41.0,41.580486,0.0,5.0,4262.0,894.0,1.0,247.17587,50.0,2,10,<unknown>,<unknown>,26,5,28,5
170,1.0,-2.05,-1.2236159,0.012,41.0,18.634146,0.0,2.0,1910.0,894.0,1.0,176.38667,30.0,0,10,<unknown>,<unknown>,12,5,12,5
171,-0.165,-3.0,-1.1252798,0.0233,60.0,10.753333,0.0,35.0,1613.0,1274.0,1.0,164.78302,90.0,88,10,<unknown>,<unknown>,12,6,10,5
172,1.0,-3.0,-1.6954514,0.0127,60.0,23.48,0.0,4.0,3522.0,1276.0,1.0,232.06326,50.0,2,10,<unknown>,<unknown>,23,6,22,5
173,1.0,-3.0,-1.6993152,0.0128,60.0,23.993334,0.0,4.0,3599.0,1276.0,1.0,232.5192,50.0,2,10,<unknown>,<unknown>,23,6,22,5
174,1.0,-3.0,-1.7009515,0.0128,60.0,24.346666,0.0,4.0,3652.0,1276.0,1.0,232.71227,10.0,2,10,<unknown>,<unknown>,23,6,22,5
175,1.0,-3.0,-1.8328627,0.0132,60.0,29.28,0.0,5.0,4392.0,1277.0,1.0,248.2778,10.0,2,10,<unknown>,<unknown>,28,6,26,5
176,1.0,-2.5,-1.908409,0.0147,50.0,28.073334,0.0,9.0,4211.0,1278.0,1.0,257.19226,10.0,24,10,<unknown>,<unknown>,27,6,28,5
177,1.0,-2.5,-1.933406,0.0144,50.0,37.136,0.0,8.0,4642.0,1075.0,1.0,260.1419,30.0,14,10,<unknown>,<unknown>,28,6,28,5
178,1.0,-2.5,-1.9784926,0.0141,50.0,44.496,0.0,7.0,5562.0,1077.0,1.0,265.46213,10.0,3,10,<unknown>,<unknown>,35,6,34,5
179,1.0,-2.5,-1.8779825,0.0151,50.0,42.656,0.0,10.0,5332.0,1078.0,1.0,253.60193,30.0,18,10,<unknown>,<unknown>,34,6,34,5
180,1.0,-2.5,-1.8852429,0.0136,50.0,39.8,0.0,6.0,4975.0,1077.0,1.0,254.45866,10.0,3,10,<unknown>,<unknown>,32,6,32,5
181,-0.29500008,-2.5,-1.3070306,0.0259,50.0,25.0,0.0,47.0,3125.0,1083.0,1.0,186.2296,90.0,78,10,<unknown>,<unknown>,21,6,20,5
182,1.0,-2.2,-1.8829988,0.0137,44.0,39.672,0.0,6.0,4959.0,1084.0,1.0,254.19386,30.0,3,10,<unknown>,<unknown>,32,6,32,5
183,1.0,-2.2,-1.8627847,0.0149,44.0,43.045456,0.0,9.0,4735.0,957.0,1.0,251.8086,10.0,17,10,<unknown>,<unknown>,31,6,30,5
184,1.0,-2.2,-1.8994656,0.014,44.0,44.054546,0.0,6.0,4846.0,958.0,1.0,256.13693,70.0,4,10,<unknown>,<unknown>,31,6,30,5
185,1.0,-2.2,-1.8872695,0.0149,44.0,42.054546,0.0,9.0,4626.0,957.0,1.0,254.6978,50.0,21,10,<unknown>,<unknown>,29,6,29,5
186,1.0,-2.2,-1.7955825,0.0162,44.0,39.327274,0.0,13.0,4326.0,958.0,1.0,243.87874,90.0,35,10,<unknown>,<unknown>,28,6,28,5
187,-0.02500005,-2.2,-1.6404203,0.0205,44.0,34.29091,0.0,27.0,3772.0,957.0,1.0,225.5696,70.0,69,10,<unknown>,<unknown>,24,6,24,5
188,1.0,-2.2,-1.6276774,0.0198,44.0,35.70909,0.0,25.0,3928.0,957.0,1.0,224.06593,90.0,74,10,<unknown>,<unknown>,25,6,23,5
189,1.0,-2.2,-1.7510543,0.0176,44.0,39.727272,0.0,18.0,4370.0,957.0,1.0,238.6244,10.0,55,10,<unknown>,<unknown>,26,6,26,5
190,1.0,-2.2,-1.8799338,0.0156,44.0,45.890907,0.0,11.0,5048.0,957.0,1.0,253.8322,50.0,31,10,<unknown>,<unknown>,31,6,31,5
191,-0.25000006,-2.2,-1.4729407,0.025,44.0,34.381817,0.0,42.0,3782.0,957.0,1.0,205.807,50.0,80,10,<unknown>,<unknown>,23,6,22,5
192,1.0,-2.2,-1.7603141,0.0182,44.0,43.654545,0.0,20.0,4802.0,958.0,1.0,239.71707,50.0,52,10,<unknown>,<unknown>,29,6,30,5
193,1.0,-2.2,-1.7604961,0.0181,44.0,44.3,0.0,19.0,4873.0,958.0,1.0,239.73854,30.0,51,9,<unknown>,<unknown>,31,6,31,5
194,1.0,-2.2,-1.7919005,0.0174,44.0,43.1,0.0,17.0,4741.0,958.0,1.0,243.44426,10.0,57,10,<unknown>,<unknown>,33,6,30,5
195,1.0,-1.95,-1.8466378,0.016,39.0,42.79091,0.0,12.0,4707.0,957.0,1.0,249.90326,30.0,26,10,<unknown>,<unknown>,29,6,32,5
196,-0.030000042,-1.95,-1.6562984,0.0206,39.0,39.97949,0.0,25.0,3898.0,852.0,1.0,227.4432,10.0,64,10,<unknown>,<unknown>,29,5,26,5
197,-0.44,-1.95,-1.4580141,0.0288,39.0,33.11795,0.0,66.0,3229.0,853.0,1.0,204.04567,90.0,82,10,<unknown>,<unknown>,22,5,21,5
198,-0.40000007,-1.95,-1.4579328,0.028,39.0,34.46154,0.0,46.0,3360.0,853.0,1.0,204.03607,10.0,76,10,<unknown>,<unknown>,17,5,21,5
199,-0.44,-1.95,-1.405448,0.0288,39.0,31.907692,0.0,117.0,3111.0,852.0,1.0,197.84286,70.0,72,10,<unknown>,<unknown>,20,5,20,5
200,-0.44,-1.95,-1.3942616,0.0288,39.0,32.85128,0.0,84.0,3203.0,853.0,1.0,196.52287,30.0,81,10,<unknown>,<unknown>,24,5,21,5
201,-0.43000004,-1.95,-1.4114634,0.0286,39.0,32.317947,0.0,71.0,3151.0,853.0,1.0,198.55267,10.0,77,10,<unknown>,<unknown>,17,5,19,5
202,-0.11999998,-1.45,-1.6669515,0.0224,29.0,53.6,0.0,24.0,3886.0,638.0,1.0,228.70029,10.0,56,10,<unknown>,<unknown>,28,5,24,4
203,-0.05999999,-1.8000001,-1.6033591,0.0212,36.0,45.02222,0.0,24.0,4052.0,784.0,1.0,221.19638,50.0,63,10,<unknown>,<unknown>,25,5,22,4
204,-0.045000017,-1.8000001,-1.7254767,0.0209,36.0,43.366665,0.0,24.0,3903.0,785.0,1.0,235.60626,90.0,63,10,<unknown>,<unknown>,25,5,30,4
205,-0.02500005,-1.8000001,-1.715217,0.0205,36.0,46.122223,0.0,23.0,4151.0,785.0,1.0,234.3956,70.0,65,10,<unknown>,<unknown>,26,5,24,4
206,-0.25500003,-1.8000001,-1.5544051,0.0251,36.0,39.877777,0.0,36.0,3589.0,785.0,1.0,215.4198,30.0,72,10,<unknown>,<unknown>,23,5,23,4
207,-0.485,-1.8000001,-1.4878402,0.0297,36.0,36.1,0.0,90.0,3249.0,785.0,1.0,207.56514,30.0,76,10,<unknown>,<unknown>,19,5,21,4
208,-0.485,-1.8000001,-1.4747401,0.0297,36.0,35.9,0.0,53.0,3231.0,785.0,1.0,206.01933,30.0,78,10,<unknown>,<unknown>,21,5,19,4
209,-0.495,-1.8000001,-1.5220249,0.0299,36.0,36.011112,0.0,96.0,3241.0,785.0,1.0,211.59894,50.0,76,10,<unknown>,<unknown>,22,5,21,4
210,-0.055,-1.8000001,-1.6670595,0.0211,36.0,45.433334,0.0,25.0,4089.0,784.0,1.0,228.71303,10.0,64,10,<unknown>,<unknown>,30,5,27,4
211,-0.485,-1.8000001,-1.4963989,0.0297,36.0,37.31111,0.0,54.0,3358.0,784.0,1.0,208.57507,50.0,77,10,<unknown>,<unknown>,22,5,21,5
212,-0.47500005,-1.8000001,-1.485044,0.0295,36.0,37.966667,0.0,112.0,3417.0,784.0,1.0,207.2352,70.0,75,10,<unknown>,<unknown>,18,5,22,5
213,-0.485,-1.8000001,-1.4644989,0.0297,36.0,38.922222,0.0,82.0,3503.0,784.0,1.0,204.81087,90.0,75,10,<unknown>,<unknown>,25,5,23,5
214,-0.495,-1.8000001,-1.492813,0.0299,36.0,38.733334,0.0,118.0,3486.0,784.0,1.0,208.15193,30.0,76,10,<unknown>,<unknown>,23,5,22,5
215,-0.48000002,-1.8000001,-1.4743407,0.0296,36.0,38.466667,0.0,91.0,3462.0,784.0,1.0,205.9722,10.0,74,10,<unknown>,<unknown>,18,5,23,5
216,-0.18500006,-1.7,-1.6742879,0.0237,34.0,63.006897,0.0,27.0,4568.0,637.0,1.0,229.56598,30.0,59,10,<unknown>,<unknown>,35,5,27,4
217,-0.52500004,-1.7,-1.449417,0.0305,34.0,43.588234,0.0,54.0,3705.0,742.0,1.0,203.0312,70.0,73,10,<unknown>,<unknown>,27,5,23,4
218,-0.52000004,-1.7,-1.5117316,0.0304,34.0,44.317646,0.0,87.0,3767.0,742.0,1.0,210.38434,50.0,67,10,<unknown>,<unknown>,21,5,22,4
219,-0.535,-1.7,-1.4716773,0.0307,34.0,43.2,0.0,119.0,3672.0,742.0,1.0,205.65793,30.0,77,10,<unknown>,<unknown>,26,5,23,4
220,-0.52500004,-1.7,-1.4837565,0.0305,34.0,42.64706,0.0,154.0,3625.0,742.0,1.0,207.08327,30.0,79,10,<unknown>,<unknown>,27,5,23,4
221,-0.54,-1.7,-1.4707927,0.0308,34.0,42.870586,0.0,72.0,3644.0,742.0,1.0,205.55353,70.0,68,10,<unknown>,<unknown>,20,5,23,4
222,-0.44,-1.5,-1.5867181,0.0288,30.0,54.253334,0.0,41.0,4069.0,658.0,1.0,219.23273,90.0,74,10,<unknown>,<unknown>,27,5,25,4
223,-0.6650001,-1.5,-1.5356034,0.0333,30.0,50.8,0.0,90.0,3810.0,658.0,1.0,213.2012,70.0,73,10,<unknown>,<unknown>,29,5,24,4
224,-0.6450001,-1.5,-1.5355402,0.0329,30.0,49.253334,0.0,85.0,3694.0,659.0,1.0,213.19374,50.0,65,10,<unknown>,<unknown>,21,5,22,4
225,-0.6750001,-1.5,-1.5507694,0.0335,30.0,49.506668,0.0,144.0,3713.0,658.0,1.0,214.9908,50.0,74,10,<unknown>,<unknown>,25,5,24,4
226,-0.66,-1.5,-1.5124667,0.0332,30.0,49.8,0.0,129.0,3735.0,658.0,1.0,210.47107,90.0,75,10,<unknown>,<unknown>,31,5,23,4
227,-0.13500005,-1.7,-1.7220417,0.0227,34.0,56.65333,0.0,24.0,4249.0,658.0,1.0,235.20093,50.0,52,10,<unknown>,<unknown>,27,5,25,4
228,-0.52500004,-1.7,-1.4794959,0.0305,34.0,38.282352,0.0,72.0,3254.0,742.0,1.0,206.58052,10.0,79,10,<unknown>,<unknown>,18,5,22,4
229,1.0,-1.7,-1.7461724,0.0187,34.0,50.705883,0.0,17.0,4310.0,742.0,1.0,238.04834,50.0,54,10,<unknown>,<unknown>,31,5,26,4
230,-0.46500006,-1.95,-1.3763577,0.0293,39.0,31.805128,0.0,55.0,3101.0,847.0,1.0,194.4102,90.0,74,10,<unknown>,<unknown>,19,5,18,5
231,-0.445,-1.95,-1.423139,0.0289,39.0,32.389744,0.0,63.0,3158.0,847.0,1.0,199.9304,90.0,82,10,<unknown>,<unknown>,16,5,20,5
232,1.0,-1.95,-1.6669277,0.0197,39.0,41.25128,0.0,22.0,4022.0,847.0,1.0,228.69746,90.0,66,10,<unknown>,<unknown>,28,5,26,5
233,-0.42500004,-1.95,-1.4537001,0.0285,39.0,32.820515,0.0,84.0,3200.0,847.0,1.0,203.5366,90.0,73,10,<unknown>,<unknown>,22,5,18,5
234,-0.445,-1.95,-1.4289639,0.0289,39.0,32.871796,0.0,64.0,3205.0,847.0,1.0,200.61774,50.0,78,10,<unknown>,<unknown>,15,5,20,5
235,-0.485,-1.7,-1.455596,0.0297,34.0,36.717648,0.0,57.0,3121.0,742.0,1.0,203.76033,30.0,80,10,<unknown>,<unknown>,23,5,20,5
236,-0.545,-1.7,-1.467639,0.0309,34.0,37.77647,0.0,75.0,3211.0,742.0,1.0,205.1814,10.0,71,10,<unknown>,<unknown>,22,5,18,4
237,-0.54,-1.7,-1.4603763,0.0308,34.0,40.117645,0.0,100.0,3410.0,744.0,1.0,204.3244,10.0,78,10,<unknown>,<unknown>,21,5,20,4
238,-0.15000002,-1.5,-1.6593469,0.023,30.0,51.933334,0.0,26.0,3895.0,658.0,1.0,227.80293,10.0,64,10,<unknown>,<unknown>,27,5,25,4
239,-0.29000008,-1.65,-1.5639006,0.0258,33.0,47.551514,0.0,33.0,3923.0,720.0,1.0,216.54027,10.0,70,10,<unknown>,<unknown>,21,5,23,4
240,-0.55,-1.65,-1.5005559,0.031,33.0,41.236362,0.0,72.0,3402.0,721.0,1.0,209.0656,70.0,77,10,<unknown>,<unknown>,25,5,27,4
241,-0.56,-1.65,-1.4843508,0.0312,33.0,40.69091,0.0,78.0,3357.0,721.0,1.0,207.1534,50.0,77,10,<unknown>,<unknown>,23,5,19,4
242,-0.56,-1.65,-1.5124638,0.0312,33.0,40.98182,0.0,142.0,3381.0,721.0,1.0,210.47073,50.0,77,10,<unknown>,<unknown>,19,5,19,4
243,-0.57,-1.65,-1.5200853,0.0314,33.0,40.37576,0.0,127.0,3331.0,721.0,1.0,211.37007,90.0,77,10,<unknown>,<unknown>,23,5,27,4
244,-0.54,-1.65,-1.5329272,0.0308,33.0,39.927273,0.0,134.0,3294.0,721.0,1.0,212.8854,90.0,76,10,<unknown>,<unknown>,22,5,21,4
245,-0.56,-1.65,-1.5093292,0.0312,33.0,40.836365,0.0,137.0,3369.0,720.0,1.0,210.10085,50.0,74,10,<unknown>,<unknown>,18,5,23,4
246,-0.55,-1.65,-1.4800174,0.031,33.0,40.169697,0.0,145.0,3314.0,720.0,1.0,206.64206,10.0,76,10,<unknown>,<unknown>,25,5,23,4
247,-0.56,-1.65,-1.5333147,0.0312,33.0,40.545456,0.0,125.0,3345.0,720.0,1.0,212.93114,70.0,74,10,<unknown>,<unknown>,16,5,21,4
248,-0.57,-1.65,-1.510452,0.0314,33.0,40.036366,0.0,104.0,3303.0,721.0,1.0,210.23334,50.0,74,10,<unknown>,<unknown>,21,5,22,4
249,-0.555,-1.65,-1.4962645,0.0311,33.0,42.484848,0.0,75.0,3505.0,720.0,1.0,208.5592,70.0,75,10,<unknown>,<unknown>,21,5,23,4
250,-0.57,-1.65,-1.5201532,0.0314,33.0,43.91515,0.0,82.0,3623.0,720.0,1.0,211.37807,50.0,77,10,<unknown>,<unknown>,20,5,22,4
251,-0.56500006,-1.65,-1.4962215,0.0313,33.0,41.68485,0.0,70.0,3439.0,722.0,1.0,208.55414,10.0,75,10,<unknown>,<unknown>,22,5,23,4
252,-0.07500006,-1.85,-1.7044191,0.0215,37.0,53.878788,0.0,24.0,4445.0,720.0,1.0,233.12146,50.0,61,10,<unknown>,<unknown>,26,5,29,4
253,-0.485,-1.85,-1.4512671,0.0297,37.0,38.464867,0.0,81.0,3558.0,805.0,1.0,203.24953,10.0,76,10,<unknown>,<unknown>,22,5,23,4
254,1.0,-1.85,-1.7421423,0.0135,37.0,45.32973,0.0,5.0,4193.0,806.0,1.0,237.5728,10.0,3,10,<unknown>,<unknown>,26,5,27,4
255,1.0,-1.85,-1.9044316,0.0141,37.0,52.313515,0.0,6.0,4839.0,806.0,1.0,256.72293,30.0,3,10,<unknown>,<unknown>,31,5,31,5
256,-0.43000004,-1.85,-1.4110243,0.0286,37.0,33.848648,0.0,48.0,3131.0,805.0,1.0,198.50087,90.0,76,10,<unknown>,<unknown>,19,5,21,5
257,-0.45,-1.85,-1.361153,0.029,37.0,34.56216,0.0,49.0,3197.0,804.0,1.0,192.61606,10.0,76,10,<unknown>,<unknown>,20,5,19,5
258,-0.49,-1.85,-1.4061334,0.0298,37.0,35.351353,0.0,85.0,3270.0,805.0,1.0,197.92374,70.0,77,10,<unknown>,<unknown>,21,5,21,5
259,-0.47500005,-1.85,-1.4117548,0.0295,37.0,35.524323,0.0,65.0,3286.0,804.0,1.0,198.58707,90.0,75,10,<unknown>,<unknown>,18,5,21,5
260,-0.47500005,-1.85,-1.406065,0.0295,37.0,34.616215,0.0,81.0,3202.0,804.0,1.0,197.91566,90.0,76,10,<unknown>,<unknown>,24,5,20,5
261,-0.49,-1.85,-1.4198564,0.0298,37.0,34.627026,0.0,133.0,3203.0,804.0,1.0,199.54306,30.0,79,10,<unknown>,<unknown>,16,5,21,5
262,-0.26500002,-1.6,-1.5977045,0.0253,32.0,38.454056,0.0,35.0,3557.0,804.0,1.0,220.52913,10.0,70,10,<unknown>,<unknown>,22,5,23,5
263,1.0,-1.6,-1.8077419,0.0136,32.0,52.6875,0.0,5.0,4215.0,701.0,1.0,245.31354,70.0,2,10,<unknown>,<unknown>,29,5,25,4
264,-0.505,-2.25,-1.1961138,0.0301,45.0,29.368889,0.0,75.0,3304.0,968.0,1.0,173.14143,70.0,83,10,<unknown>,<unknown>,18,6,19,5
265,1.0,-2.5,-1.777053,0.015,50.0,37.946667,0.0,10.0,4269.0,973.0,1.0,241.69226,10.0,30,10,<unknown>,<unknown>,25,6,25,5
266,-0.3450001,-2.5,-1.3814559,0.0269,50.0,26.616,0.0,76.0,3327.0,1077.0,1.0,195.0118,70.0,83,10,<unknown>,<unknown>,21,6,17,5
267,-0.02000006,-2.5,-1.6659424,0.0204,50.0,32.968,0.0,28.0,4121.0,1078.0,1.0,228.5812,50.0,73,10,<unknown>,<unknown>,20,6,24,5
268,-0.055,-2.5,-1.5972683,0.0211,50.0,36.71837,0.0,31.0,4498.0,1055.0,1.0,220.47766,50.0,72,10,<unknown>,<unknown>,24,6,24,5
269,-0.34,-2.5,-1.4568243,0.0268,50.0,32.952,0.0,84.0,4119.0,1076.0,1.0,203.90527,70.0,78,10,<unknown>,<unknown>,26,6,23,5
270,-0.10000002,-2.05,-1.6004152,0.022,41.0,38.008,0.0,33.0,4751.0,1076.0,1.0,220.849,30.0,71,10,<unknown>,<unknown>,30,6,28,5
271,-0.43000004,-2.05,-1.4589717,0.0286,41.0,41.18049,0.0,138.0,4221.0,888.0,1.0,204.15866,30.0,74,10,<unknown>,<unknown>,29,6,26,5
272,-0.44,-1.85,-1.4913136,0.0288,37.0,41.26829,0.0,106.0,4230.0,887.0,1.0,207.975,70.0,85,10,<unknown>,<unknown>,14,6,15,5
273,-0.435,-1.7,-1.4791479,0.0287,34.0,38.962162,0.0,47.0,3604.0,803.0,1.0,206.53946,50.0,80,10,<unknown>,<unknown>,26,5,22,5
274,1.0,-2.25,-1.9359283,0.0154,45.0,66.37647,0.0,9.0,5642.0,740.0,1.0,260.43954,10.0,16,10,<unknown>,<unknown>,37,5,31,4
275,1.0,-2.25,-1.9083436,0.0139,45.0,49.377777,0.0,7.0,5555.0,961.0,1.0,257.18454,10.0,3,10,<unknown>,<unknown>,35,6,35,5
276,1.0,-2.25,-1.731531,0.0157,45.0,44.933334,0.0,12.0,5055.0,961.0,1.0,236.32066,50.0,30,10,<unknown>,<unknown>,36,6,36,5
277,1.0,-2.25,-1.8130091,0.0142,45.0,47.831112,0.0,8.0,5381.0,961.0,1.0,245.93507,90.0,9,10,<unknown>,<unknown>,34,6,35,5
278,1.0,-2.25,-1.8280255,0.014,45.0,45.04889,0.0,7.0,5068.0,963.0,1.0,247.707,10.0,7,10,<unknown>,<unknown>,35,6,33,5
279,1.0,-2.25,-1.8890893,0.0138,45.0,40.586666,0.0,6.0,4566.0,966.0,1.0,254.91254,90.0,6,10,<unknown>,<unknown>,29,6,28,5
280,1.0,-2.25,-1.8485041,0.0146,45.0,37.564445,0.0,9.0,4226.0,964.0,1.0,250.12347,10.0,23,10,<unknown>,<unknown>,24,6,27,5
281,1.0,-2.25,-1.7775931,0.0167,45.0,36.337776,0.0,15.0,4088.0,968.0,1.0,241.756,70.0,54,10,<unknown>,<unknown>,20,6,25,5
282,1.0,-2.25,-1.9112983,0.0147,45.0,41.031113,0.0,9.0,4616.0,968.0,1.0,257.5332,50.0,20,10,<unknown>,<unknown>,31,6,29,5
283,1.0,-2.25,-1.9011564,0.0152,45.0,42.337776,0.0,10.0,4763.0,969.0,1.0,256.33646,10.0,24,10,<unknown>,<unknown>,30,6,30,5
284,1.0,-2.25,-1.9651259,0.0143,45.0,48.444443,0.0,7.0,5450.0,969.0,1.0,263.88486,50.0,4,10,<unknown>,<unknown>,35,6,34,5
285,1.0,-2.25,-1.883081,0.0146,45.0,48.48,0.0,8.0,5454.0,966.0,1.0,254.20355,70.0,9,10,<unknown>,<unknown>,33,6,37,5
286,1.0,-2.25,-1.7178984,0.0166,45.0,43.44889,0.0,14.0,4888.0,969.0,1.0,234.712,50.0,41,10,<unknown>,<unknown>,30,6,32,5
287,1.0,-2.25,-1.8292966,0.0147,45.0,44.871113,0.0,9.0,5048.0,970.0,1.0,247.857,50.0,15,10,<unknown>,<unknown>,32,6,35,5
288,1.0,-2.25,-1.8403486,0.0146,45.0,44.053333,0.0,8.0,4956.0,970.0,1.0,249.16113,90.0,13,10,<unknown>,<unknown>,30,6,33,5
289,1.0,-2.25,-1.8605305,0.0142,45.0,42.017776,0.0,7.0,4727.0,970.0,1.0,251.5426,30.0,8,10,<unknown>,<unknown>,30,6,34,5
290,1.0,-2.25,-1.8760238,0.0143,45.0,41.466667,0.0,7.0,4665.0,970.0,1.0,253.3708,50.0,11,10,<unknown>,<unknown>,28,6,31,5
291,-0.20000003,-2.25,-1.3899125,0.024,45.0,27.928888,0.0,38.0,3142.0,970.0,1.0,196.00967,30.0,78,10,<unknown>,<unknown>,19,6,20,5
292,1.0,-2.25,-1.8293147,0.0147,45.0,38.595554,0.0,9.0,4342.0,970.0,1.0,247.85913,90.0,22,10,<unknown>,<unknown>,26,6,30,5
293,1.0,-2.25,-1.9198164,0.0137,45.0,43.28,0.0,6.0,4869.0,970.0,1.0,258.53833,50.0,3,10,<unknown>,<unknown>,29,6,33,5
294,1.0,-2.25,-1.8764716,0.0146,45.0,42.426666,0.0,8.0,4773.0,970.0,1.0,253.42366,50.0,14,10,<unknown>,<unknown>,29,6,33,5
295,1.0,-2.25,-1.9198831,0.0139,45.0,43.857777,0.0,6.0,4934.0,971.0,1.0,258.5462,90.0,4,10,<unknown>,<unknown>,30,6,33,5
296,1.0,-2.25,-1.744148,0.0168,45.0,39.2,0.0,15.0,4410.0,970.0,1.0,237.80946,50.0,51,10,<unknown>,<unknown>,26,6,28,5
297,1.0,-2.25,-1.8282508,0.0156,45.0,40.906666,0.0,11.0,4602.0,970.0,1.0,247.7336,30.0,29,10,<unknown>,<unknown>,29,6,31,5
298,1.0,-2.25,-1.7900356,0.0174,45.0,39.733334,0.0,16.0,4470.0,971.0,1.0,243.2242,30.0,55,10,<unknown>,<unknown>,28,6,29,5
299,1.0,-2.25,-1.924595,0.0146,45.0,44.39111,0.0,8.0,4994.0,970.0,1.0,259.1022,10.0,13,10,<unknown>,<unknown>,30,6,33,5
300,1.0,-2.25,-1.8562412,0.0157,45.0,46.115555,0.0,11.0,5188.0,970.0,1.0,251.03647,90.0,25,10,<unknown>,<unknown>,31,6,35,5
301,-0.09500003,-2.25,-1.5181677,0.0219,45.0,37.28,0.0,31.0,4194.0,970.0,1.0,211.1438,30.0,68,10,<unknown>,<unknown>,26,6,28,5
302,1.0,-2.25,-1.7771791,0.0171,45.0,42.86222,0.0,16.0,4822.0,970.0,1.0,241.70714,90.0,49,10,<unknown>,<unknown>,29,6,32,5
303,1.0,-2.25,-1.8044084,0.0166,45.0,39.226665,0.0,15.0,4413.0,970.0,1.0,244.9202,90.0,46,10,<unknown>,<unknown>,29,6,31,5
304,1.0,-2.25,-1.7980661,0.0161,45.0,39.804443,0.0,13.0,4478.0,970.0,1.0,244.1718,30.0,41,10,<unknown>,<unknown>,28,6,32,5
305,1.0,-2.0,-1.8349735,0.0152,40.0,41.12,0.0,10.0,4626.0,971.0,1.0,248.52687,10.0,25,10,<unknown>,<unknown>,28,6,30,5
306,-0.085000046,-2.0,-1.6203299,0.0217,40.0,37.43,0.0,29.0,3743.0,865.0,1.0,223.19893,10.0,69,10,<unknown>,<unknown>,25,6,23,4
307,1.0,-2.0,-1.6899791,0.0188,40.0,41.14,0.0,20.0,4114.0,866.0,1.0,231.41753,10.0,66,10,<unknown>,<unknown>,25,6,26,5
