timestep,r_perf,r_cost,r_energy,latency,replicas,avg_cpu_percent,ram_usage,num_requests,total_cpu_m,total_ram_mi,success_ratio,pod_power,hpa_target,masterk8s2_cpu,masterk8s2_mem,worker2_cpu,worker2_mem,worker21_cpu,worker21_mem,worker22_cpu,worker22_mem
147,-0.41000006,-2.15,-1.4867764,0.0282,43.0,30.71628,0.0,134.0,3302.0,935.0,1.0,207.4396,50.0,78,9,<unknown>,<unknown>,21,5,26,4
148,1.0,-2.15,-1.6967734,0.0128,43.0,33.5907,0.0,4.0,3611.0,935.0,1.0,232.21927,70.0,2,9,<unknown>,<unknown>,22,5,22,5
149,-0.40000007,-2.15,-1.1119373,0.028,43.0,21.469767,0.0,124.0,2308.0,935.0,1.0,163.2086,10.0,83,9,<unknown>,<unknown>,14,5,11,5
150,-0.40500006,-2.15,-1.1853458,0.0281,43.0,21.534883,0.0,63.0,2315.0,937.0,1.0,171.8708,90.0,84,9,<unknown>,<unknown>,13,5,13,5
151,-0.41500005,-2.15,-1.3055943,0.0283,43.0,27.339535,0.0,142.0,2939.0,936.0,1.0,186.06013,30.0,88,9,<unknown>,<unknown>,15,5,17,5
152,-0.37500003,-2.15,-1.3986881,0.0275,43.0,31.906977,0.0,48.0,3430.0,936.0,1.0,197.0452,50.0,82,9,<unknown>,<unknown>,15,5,12,5
153,-0.41500005,-2.15,-1.4313327,0.0283,43.0,21.004652,0.0,108.0,2258.0,937.0,1.0,200.89726,50.0,87,9,<unknown>,<unknown>,15,5,15,5
154,-0.40500006,-2.15,-1.487178,0.0281,43.0,22.009302,0.0,56.0,2366.0,936.0,1.0,207.487,90.0,86,9,<unknown>,<unknown>,17,5,15,5
155,-0.41500005,-2.15,-1.4473666,0.0283,43.0,23.888372,0.0,83.0,2568.0,936.0,1.0,202.78926,30.0,86,9,<unknown>,<unknown>,11,5,14,5
156,1.0,-2.6000001,-1.9669278,0.0148,52.0,43.91628,0.0,9.0,4721.0,937.0,1.0,264.09747,10.0,22,9,<unknown>,<unknown>,23,5,27,5
157,1.0,-2.6000001,-1.9285876,0.0141,52.0,42.99231,0.0,7.0,5589.0,1116.0,1.0,259.57333,50.0,4,9,<unknown>,<unknown>,36,6,35,5
158,1.0,-2.6000001,-1.2344966,0.0122,52.0,14.961538,0.0,2.0,1945.0,1116.0,1.0,177.6706,10.0,0,9,<unknown>,<unknown>,13,6,12,5
159,1.0,-2.6000001,-1.7071741,0.0127,52.0,27.492308,0.0,4.0,3574.0,1118.0,1.0,233.44653,10.0,2,9,<unknown>,<unknown>,22,6,23,5
160,1.0,-2.6000001,-1.5307316,0.0122,52.0,22.115385,0.0,3.0,2875.0,1116.0,1.0,212.62633,70.0,0,9,<unknown>,<unknown>,18,6,18,5
161,1.0,-2.6000001,-1.8076384,0.0152,52.0,22.553846,0.0,11.0,2932.0,1117.0,1.0,245.30133,10.0,46,9,<unknown>,<unknown>,16,6,16,5
162,1.0,-2.6000001,-1.5281593,0.0124,52.0,22.176924,0.0,3.0,2883.0,1117.0,1.0,212.3228,90.0,1,9,<unknown>,<unknown>,18,6,18,5
163,1.0,-2.6000001,-1.6991221,0.0129,52.0,28.046154,0.0,4.0,3646.0,1118.0,1.0,232.4964,90.0,1,9,<unknown>,<unknown>,23,6,23,5
164,1.0,-2.6000001,-1.703574,0.0128,52.0,28.015385,0.0,4.0,3642.0,1120.0,1.0,233.02173,10.0,1,9,<unknown>,<unknown>,23,6,23,5
165,1.0,-2.6000001,-1.9498475,0.0135,52.0,39.161537,0.0,6.0,5091.0,1119.0,1.0,262.082,30.0,3,9,<unknown>,<unknown>,32,6,32,5
166,1.0,-2.05,-1.8882124,0.0146,41.0,36.96923,0.0,9.0,4806.0,1117.0,1.0,254.80907,50.0,18,9,<unknown>,<unknown>,30,6,29,5
167,1.0,-2.05,-1.9056846,0.0139,41.0,48.214634,0.0,6.0,4942.0,895.0,1.0,256.8708,90.0,3,9,<unknown>,<unknown>,31,5,31,4
168,1.0,-2.05,-1.5089005,0.0125,41.0,27.297562,0.0,3.0,2798.0,895.0,1.0,210.05026,70.0,1,9,<unknown>,<unknown>,17,5,18,4
169,1.0,-2.05,-1.8187152,0.0134,41.0,41.00488,0.0,5.0,4203.0,894.0,1.0,246.6084,50.0,2,9,<unknown>,<unknown>,26,5,28,4
170,1.0,-2.05,-1.2379091,0.0121,41.0,19.121952,0.0,2.0,1960.0,894.0,1.0,178.07327,30.0,0,9,<unknown>,<unknown>,12,5,11,4
171,-0.15500002,-3.5,-0.9728703,0.0231,70.0,12.529033,0.0,35.0,1942.0,1314.0,1.0,146.79869,90.0,90,9,<unknown>,<unknown>,12,6,16,5
172,1.0,-3.5,-1.7017276,0.0129,70.0,23.232258,0.0,4.0,3601.0,1316.0,1.0,232.80386,50.0,2,9,<unknown>,<unknown>,23,6,22,5
173,1.0,-3.5,-1.705757,0.013,70.0,23.767742,0.0,4.0,3684.0,1316.0,1.0,233.27933,50.0,2,9,<unknown>,<unknown>,23,6,23,5
174,1.0,-3.5,-1.7118938,0.013,70.0,23.845161,0.0,4.0,3696.0,1317.0,1.0,234.00346,10.0,2,9,<unknown>,<unknown>,23,6,24,5
175,1.0,-3.5,-1.8436615,0.0134,70.0,28.509678,0.0,5.0,4419.0,1317.0,1.0,249.55206,10.0,2,9,<unknown>,<unknown>,28,6,29,5
176,1.0,-2.4,-1.8343678,0.0148,48.0,28.045162,0.0,9.0,4347.0,1316.0,1.0,248.4554,10.0,24,9,<unknown>,<unknown>,27,6,26,5
177,1.0,-2.4,-1.9036757,0.0146,48.0,43.541668,0.0,8.0,5225.0,1035.0,1.0,256.63373,30.0,14,9,<unknown>,<unknown>,29,5,35,5
178,1.0,-2.4,-2.003509,0.0143,48.0,46.125,0.0,7.0,5535.0,1035.0,1.0,268.41406,10.0,4,9,<unknown>,<unknown>,34,5,38,5
179,1.0,-2.4,-1.9442436,0.0152,48.0,44.3,0.0,10.0,5316.0,1036.0,1.0,261.42075,30.0,20,9,<unknown>,<unknown>,31,5,35,5
180,1.0,-2.4,-1.8830978,0.0139,48.0,39.983334,0.0,6.0,4798.0,1037.0,1.0,254.20554,10.0,4,9,<unknown>,<unknown>,29,5,34,5
181,-0.335,-2.4,-1.3150271,0.0267,48.0,25.608334,0.0,47.0,3073.0,1042.0,1.0,187.1732,90.0,80,9,<unknown>,<unknown>,20,5,25,5
182,1.0,-2.4,-1.9236768,0.0139,48.0,40.483334,0.0,6.0,4858.0,1042.0,1.0,258.99387,30.0,4,9,<unknown>,<unknown>,28,5,34,5
183,1.0,-2.15,-1.8669406,0.0149,43.0,39.008335,0.0,9.0,4681.0,1041.0,1.0,252.299,10.0,21,9,<unknown>,<unknown>,27,5,34,5
184,1.0,-2.15,-1.9174634,0.0141,43.0,45.283722,0.0,6.0,4868.0,936.0,1.0,258.26068,70.0,4,9,<unknown>,<unknown>,31,5,32,4
185,1.0,-2.15,-1.8654311,0.0151,43.0,43.944187,0.0,9.0,4724.0,937.0,1.0,252.12086,50.0,20,9,<unknown>,<unknown>,31,5,26,4
186,1.0,-2.15,-1.8169547,0.0165,43.0,40.576744,0.0,13.0,4362.0,937.0,1.0,246.40067,90.0,35,9,<unknown>,<unknown>,27,5,28,4
187,-0.045000017,-2.15,-1.6302994,0.0209,43.0,35.693024,0.0,27.0,3837.0,936.0,1.0,224.37534,70.0,66,9,<unknown>,<unknown>,24,5,22,4
188,-0.0049999915,-2.15,-1.6755282,0.0201,43.0,35.544186,0.0,25.0,3821.0,936.0,1.0,229.71233,90.0,74,9,<unknown>,<unknown>,24,5,24,4
189,1.0,-2.15,-1.8088095,0.0179,43.0,38.427906,0.0,18.0,4131.0,936.0,1.0,245.43953,10.0,57,9,<unknown>,<unknown>,27,5,25,4
190,1.0,-2.15,-1.9042332,0.0157,43.0,43.395348,0.0,11.0,4665.0,936.0,1.0,256.69952,50.0,31,9,<unknown>,<unknown>,30,5,27,4
191,-0.275,-2.15,-1.5505,0.0255,43.0,32.186047,0.0,42.0,3460.0,936.0,1.0,214.959,50.0,82,9,<unknown>,<unknown>,22,5,21,4
192,1.0,-2.15,-1.7527802,0.0184,43.0,43.786045,0.0,20.0,4707.0,936.0,1.0,238.82806,50.0,61,9,<unknown>,<unknown>,29,5,27,4
193,1.0,-2.15,-1.7804164,0.0181,43.0,44.688374,0.0,19.0,4804.0,937.0,1.0,242.08913,30.0,52,9,<unknown>,<unknown>,31,5,29,4
194,1.0,-2.15,-1.8179582,0.0176,43.0,45.506977,0.0,17.0,4892.0,936.0,1.0,246.51907,10.0,55,9,<unknown>,<unknown>,32,5,29,4
195,1.0,-2.15,-1.8234977,0.0161,43.0,48.009304,0.0,12.0,5161.0,936.0,1.0,247.17273,30.0,29,9,<unknown>,<unknown>,33,5,35,4
196,-0.0049999915,-2.15,-1.6139135,0.0201,43.0,39.776745,0.0,25.0,4276.0,936.0,1.0,222.4418,10.0,58,9,<unknown>,<unknown>,28,5,28,4
197,-0.40000007,-2.15,-1.440096,0.028,43.0,31.106977,0.0,66.0,3344.0,936.0,1.0,201.93134,90.0,78,9,<unknown>,<unknown>,22,5,20,4
198,-0.34,-2.15,-1.4760339,0.0268,43.0,31.525581,0.0,46.0,3389.0,936.0,1.0,206.172,10.0,76,9,<unknown>,<unknown>,22,5,26,4
199,-0.40000007,-2.15,-1.4263825,0.028,43.0,30.818605,0.0,117.0,3313.0,936.0,1.0,200.31314,70.0,75,9,<unknown>,<unknown>,22,5,20,4
200,-0.39499998,-2.15,-1.4530984,0.0279,43.0,29.088371,0.0,84.0,3127.0,936.0,1.0,203.4656,30.0,79,9,<unknown>,<unknown>,22,5,17,4
201,-0.47500005,-1.8000001,-1.4330713,0.0295,36.0,37.355556,0.0,71.0,3362.0,787.0,1.0,201.1024,10.0,75,9,<unknown>,<unknown>,20,5,26,4
202,-0.11,-1.45,-1.7153531,0.0222,29.0,55.406895,0.0,24.0,4017.0,637.0,1.0,234.41167,10.0,60,9,<unknown>,<unknown>,26,5,23,4
203,-0.11,-1.6,-1.6838502,0.0222,32.0,48.95,0.0,24.0,3916.0,699.0,1.0,230.69432,50.0,63,9,<unknown>,<unknown>,27,5,21,4
204,-0.09500003,-1.8000001,-1.7099881,0.0219,36.0,49.35,0.0,24.0,3948.0,700.0,1.0,233.7786,90.0,63,9,<unknown>,<unknown>,25,5,28,4
205,-0.035000034,-1.8000001,-1.7294005,0.0207,36.0,44.744446,0.0,23.0,4027.0,784.0,1.0,236.06926,70.0,63,9,<unknown>,<unknown>,24,5,25,4
206,-0.25000006,-1.8000001,-1.5626384,0.025,36.0,42.18889,0.0,36.0,3797.0,784.0,1.0,216.39133,30.0,73,9,<unknown>,<unknown>,24,5,16,4
207,-0.5,-1.8000001,-1.43583,0.03,36.0,40.11111,0.0,90.0,3610.0,785.0,1.0,201.42793,30.0,74,9,<unknown>,<unknown>,22,5,21,4
208,-0.48000002,-1.8000001,-1.4549221,0.0296,36.0,39.755554,0.0,53.0,3578.0,785.0,1.0,203.6808,30.0,74,9,<unknown>,<unknown>,20,5,25,4
209,-0.49,-1.8000001,-1.523183,0.0298,36.0,40.2,0.0,96.0,3618.0,785.0,1.0,211.7356,50.0,76,9,<unknown>,<unknown>,22,5,18,4
210,-0.07000007,-1.8000001,-1.7018429,0.0214,36.0,49.733334,0.0,25.0,4476.0,785.0,1.0,232.81746,10.0,61,9,<unknown>,<unknown>,27,5,30,4
211,-0.485,-1.8000001,-1.4836955,0.0297,36.0,39.41111,0.0,54.0,3547.0,785.0,1.0,207.07607,50.0,73,9,<unknown>,<unknown>,21,5,31,4
212,-0.49,-1.8000001,-1.4682711,0.0298,36.0,39.22222,0.0,112.0,3530.0,785.0,1.0,205.256,70.0,75,9,<unknown>,<unknown>,23,5,21,4
213,-0.495,-1.8000001,-1.4857593,0.0299,36.0,41.266666,0.0,82.0,3714.0,785.0,1.0,207.3196,90.0,72,9,<unknown>,<unknown>,23,5,21,4
214,-0.5,-1.8000001,-1.4929982,0.03,36.0,39.88889,0.0,118.0,3590.0,785.0,1.0,208.1738,30.0,74,9,<unknown>,<unknown>,22,5,29,4
215,-0.5,-1.8000001,-1.5417932,0.03,36.0,39.31111,0.0,91.0,3538.0,785.0,1.0,213.9316,10.0,76,9,<unknown>,<unknown>,23,5,20,4
216,-0.18000007,-1.5500001,-1.7161769,0.0236,31.0,55.948387,0.0,27.0,4336.0,680.0,1.0,234.50887,30.0,59,9,<unknown>,<unknown>,22,5,22,4
217,-0.52000004,-1.75,-1.5412538,0.0304,35.0,42.4,0.0,54.0,3710.0,764.0,1.0,213.86795,70.0,73,9,<unknown>,<unknown>,18,5,26,4
218,-0.51500005,-1.75,-1.528083,0.0303,35.0,41.497143,0.0,87.0,3631.0,764.0,1.0,212.3138,50.0,76,9,<unknown>,<unknown>,28,5,23,4
219,-0.52000004,-1.75,-1.5138576,0.0304,35.0,42.08,0.0,119.0,3682.0,764.0,1.0,210.6352,30.0,75,9,<unknown>,<unknown>,24,5,19,4
220,-0.53000003,-1.75,-1.507839,0.0306,35.0,42.422855,0.0,154.0,3712.0,764.0,1.0,209.925,30.0,74,9,<unknown>,<unknown>,20,5,26,4
221,-0.52000004,-1.75,-1.4866436,0.0304,35.0,41.897144,0.0,72.0,3666.0,764.0,1.0,207.42393,70.0,72,9,<unknown>,<unknown>,23,5,22,4
222,-0.435,-1.5500001,-1.5771345,0.0287,31.0,50.245163,0.0,41.0,3894.0,680.0,1.0,218.10187,90.0,68,9,<unknown>,<unknown>,25,5,24,4
223,-0.65000004,-1.5500001,-1.5207705,0.033,31.0,50.258064,0.0,90.0,3895.0,680.0,1.0,211.45093,70.0,77,9,<unknown>,<unknown>,25,5,24,4
224,-0.63000005,-1.5500001,-1.4731531,0.0326,31.0,47.909676,0.0,85.0,3713.0,680.0,1.0,205.83206,50.0,71,9,<unknown>,<unknown>,25,5,21,4
225,-0.63000005,-1.5500001,-1.5274434,0.0326,31.0,47.767742,0.0,144.0,3702.0,680.0,1.0,212.23833,50.0,70,9,<unknown>,<unknown>,23,5,23,4
226,-0.64000005,-1.5500001,-1.4479203,0.0328,31.0,48.864517,0.0,129.0,3787.0,680.0,1.0,202.8546,90.0,78,9,<unknown>,<unknown>,25,5,23,4
227,-0.114999995,-1.5500001,-1.6979764,0.0223,31.0,57.63871,0.0,24.0,4467.0,680.0,1.0,232.3612,50.0,56,9,<unknown>,<unknown>,31,5,25,4
228,-0.51500005,-1.8000001,-1.4352129,0.0303,36.0,40.244446,0.0,72.0,3622.0,785.0,1.0,201.35512,10.0,70,9,<unknown>,<unknown>,23,5,23,4
229,1.0,-1.8000001,-1.7829835,0.0186,36.0,54.72222,0.0,17.0,4925.0,785.0,1.0,242.39206,50.0,52,9,<unknown>,<unknown>,32,5,31,4
230,-0.485,-1.8000001,-1.4034768,0.0297,36.0,38.97778,0.0,55.0,3508.0,785.0,1.0,197.61026,90.0,72,9,<unknown>,<unknown>,23,5,22,4
231,-0.49,-1.8000001,-1.4729344,0.0298,36.0,39.433334,0.0,63.0,3549.0,785.0,1.0,205.80626,90.0,68,9,<unknown>,<unknown>,22,5,23,4
232,-0.009999983,-1.8000001,-1.7134961,0.0202,36.0,49.044445,0.0,22.0,4414.0,785.0,1.0,234.19254,90.0,63,9,<unknown>,<unknown>,28,5,24,4
233,-0.5,-1.8000001,-1.4300876,0.03,36.0,34.666668,0.0,84.0,3120.0,785.0,1.0,200.75034,90.0,78,9,<unknown>,<unknown>,22,5,15,4
234,-0.505,-1.8000001,-1.4508203,0.0301,36.0,34.91111,0.0,64.0,3142.0,786.0,1.0,203.1968,50.0,74,9,<unknown>,<unknown>,20,5,23,4
235,-0.49,-1.8000001,-1.4186395,0.0298,36.0,34.81111,0.0,57.0,3133.0,786.0,1.0,199.39946,30.0,83,9,<unknown>,<unknown>,20,5,19,4
236,-0.495,-1.8000001,-1.4752984,0.0299,36.0,34.555557,0.0,75.0,3110.0,787.0,1.0,206.0852,10.0,79,9,<unknown>,<unknown>,20,5,15,4
237,-0.495,-1.8000001,-1.4377526,0.0299,36.0,34.11111,0.0,100.0,3070.0,785.0,1.0,201.6548,10.0,74,9,<unknown>,<unknown>,20,5,22,4
238,-0.14000005,-1.5,-1.6698582,0.0228,30.0,48.533333,0.0,26.0,3640.0,659.0,1.0,229.04327,10.0,72,9,<unknown>,<unknown>,24,5,21,4
239,-0.29500008,-1.65,-1.6581022,0.0259,33.0,46.157578,0.0,33.0,3808.0,721.0,1.0,227.65605,10.0,71,9,<unknown>,<unknown>,22,5,19,4
240,-0.57500005,-1.65,-1.5254079,0.0315,33.0,42.41212,0.0,72.0,3499.0,722.0,1.0,211.99814,70.0,74,9,<unknown>,<unknown>,20,5,23,4
241,-0.59000015,-1.65,-1.4597095,0.0318,33.0,41.951515,0.0,78.0,3461.0,723.0,1.0,204.24573,50.0,82,9,<unknown>,<unknown>,20,5,23,4
242,-0.57,-1.65,-1.4870921,0.0314,33.0,41.260605,0.0,142.0,3404.0,723.0,1.0,207.47687,50.0,78,9,<unknown>,<unknown>,21,5,18,4
243,-0.58,-1.65,-1.4778833,0.0316,33.0,43.466667,0.0,127.0,3586.0,723.0,1.0,206.39023,90.0,73,9,<unknown>,<unknown>,21,5,24,4
244,-0.58,-1.65,-1.4855152,0.0316,33.0,44.678787,0.0,134.0,3686.0,722.0,1.0,207.2908,90.0,79,9,<unknown>,<unknown>,21,5,26,4
245,-0.57500005,-1.65,-1.5336498,0.0315,33.0,43.769695,0.0,137.0,3611.0,722.0,1.0,212.97067,50.0,76,9,<unknown>,<unknown>,22,5,19,4
246,-0.57500005,-1.65,-1.467475,0.0315,33.0,44.618183,0.0,145.0,3681.0,723.0,1.0,205.16206,10.0,70,9,<unknown>,<unknown>,22,5,25,4
247,-0.58,-1.65,-1.5488492,0.0316,33.0,45.890907,0.0,125.0,3786.0,723.0,1.0,214.7642,70.0,78,9,<unknown>,<unknown>,22,5,28,4
248,-0.58,-1.65,-1.5305418,0.0316,33.0,45.854546,0.0,104.0,3783.0,723.0,1.0,212.60393,50.0,74,9,<unknown>,<unknown>,24,5,20,4
249,-0.6100001,-1.65,-1.5630125,0.0322,33.0,45.72121,0.0,75.0,3772.0,723.0,1.0,216.43547,70.0,68,9,<unknown>,<unknown>,24,5,25,4
250,-0.6000001,-1.65,-1.5637621,0.032,33.0,46.09697,0.0,82.0,3803.0,723.0,1.0,216.52393,50.0,77,9,<unknown>,<unknown>,20,5,29,4
251,-0.57,-1.65,-1.54077,0.0314,33.0,44.678787,0.0,70.0,3686.0,723.0,1.0,213.81087,10.0,74,9,<unknown>,<unknown>,25,5,19,4
252,-0.06499998,-1.85,-1.7502733,0.0213,37.0,56.518917,0.0,24.0,5228.0,804.0,1.0,238.53226,50.0,55,9,<unknown>,<unknown>,29,5,32,4
253,-0.48000002,-1.85,-1.5496379,0.0296,37.0,40.82162,0.0,81.0,3776.0,807.0,1.0,214.85727,10.0,73,9,<unknown>,<unknown>,19,5,29,4
254,1.0,-1.85,-1.8206689,0.0136,37.0,46.38919,0.0,5.0,4291.0,807.0,1.0,246.83893,10.0,2,9,<unknown>,<unknown>,26,5,28,4
255,1.0,-1.85,-1.9325305,0.014,37.0,53.351353,0.0,6.0,4935.0,807.0,1.0,260.0386,30.0,3,9,<unknown>,<unknown>,31,5,32,4
256,-0.45,-1.85,-1.4223163,0.029,37.0,35.21081,0.0,48.0,3257.0,807.0,1.0,199.83333,90.0,72,9,<unknown>,<unknown>,21,5,20,4
257,-0.47500005,-1.85,-1.4126892,0.0295,37.0,35.243244,0.0,49.0,3260.0,807.0,1.0,198.69733,10.0,79,10,<unknown>,<unknown>,21,5,20,4
258,-0.495,-1.85,-1.454017,0.0299,37.0,34.648647,0.0,85.0,3205.0,808.0,1.0,203.574,70.0,81,10,<unknown>,<unknown>,21,5,21,4
259,-0.47500005,-1.85,-1.4684728,0.0295,37.0,34.745945,0.0,65.0,3214.0,807.0,1.0,205.2798,90.0,71,10,<unknown>,<unknown>,19,5,21,4
260,-0.485,-1.85,-1.4913604,0.0297,37.0,35.016216,0.0,81.0,3239.0,807.0,1.0,207.98053,90.0,79,10,<unknown>,<unknown>,20,5,20,4
261,-0.605,-1.6,-1.5227904,0.0321,32.0,41.175,0.0,133.0,3294.0,702.0,1.0,211.68927,30.0,79,10,<unknown>,<unknown>,23,5,21,4
262,-0.33,-1.6,-1.6228068,0.0266,32.0,44.7375,0.0,35.0,3579.0,702.0,1.0,223.4912,10.0,64,10,<unknown>,<unknown>,23,5,21,4
263,1.0,-1.6,-1.803834,0.0137,32.0,53.6125,0.0,5.0,4289.0,702.0,1.0,244.8524,70.0,2,10,<unknown>,<unknown>,30,5,23,4
264,-0.51000005,-2.1000001,-1.3124124,0.0302,42.0,26.504763,0.0,75.0,2783.0,911.0,1.0,186.86465,70.0,85,10,<unknown>,<unknown>,18,5,17,4
265,1.0,-2.1000001,-1.9064282,0.0152,42.0,38.161903,0.0,10.0,4007.0,912.0,1.0,256.95853,10.0,26,10,<unknown>,<unknown>,25,5,25,4
266,-0.42000005,-2.1000001,-1.4470091,0.0284,42.0,25.866667,0.0,76.0,2716.0,912.0,1.0,202.74707,70.0,83,10,<unknown>,<unknown>,17,5,16,4
267,-0.06499998,-2.1000001,-1.6285837,0.0213,42.0,33.838097,0.0,28.0,3553.0,912.0,1.0,224.17287,50.0,78,10,<unknown>,<unknown>,21,5,21,4
268,-0.11,-2.1000001,-1.6366521,0.0222,42.0,35.95238,0.0,31.0,3775.0,912.0,1.0,225.12495,50.0,71,10,<unknown>,<unknown>,21,5,20,4
269,-0.41500005,-2.1000001,-1.5429198,0.0283,42.0,33.15238,0.0,84.0,3481.0,912.0,1.0,214.06453,70.0,82,10,<unknown>,<unknown>,20,5,19,4
270,-0.15000002,-2.1000001,-1.6130289,0.023,42.0,42.49524,0.0,33.0,4462.0,912.0,1.0,222.3374,30.0,74,10,<unknown>,<unknown>,24,5,32,4
271,-0.41500005,-2.1000001,-1.5212678,0.0283,42.0,38.0,0.0,138.0,3990.0,912.0,1.0,211.5096,30.0,70,10,<unknown>,<unknown>,23,5,26,4
272,-0.40000007,-2.1000001,-1.483353,0.028,42.0,37.761906,0.0,106.0,3965.0,912.0,1.0,207.03566,70.0,74,10,<unknown>,<unknown>,24,5,23,4
273,-0.37000003,-2.1000001,-1.5332847,0.0274,42.0,41.37143,0.0,47.0,4344.0,912.0,1.0,212.9276,50.0,75,10,<unknown>,<unknown>,25,5,35,4
274,1.0,-2.5,-1.9131446,0.0148,50.0,59.228573,0.0,9.0,6219.0,912.0,1.0,257.75107,10.0,5,10,<unknown>,<unknown>,39,5,40,4
275,1.0,-2.5,-1.9690373,0.0139,50.0,43.472,0.0,7.0,5434.0,1072.0,1.0,264.3464,10.0,4,10,<unknown>,<unknown>,35,5,36,5
276,1.0,-2.5,-1.8473542,0.0156,50.0,38.48,0.0,12.0,4810.0,1072.0,1.0,249.9878,50.0,29,10,<unknown>,<unknown>,33,5,36,5
277,1.0,-2.5,-1.8510339,0.0144,50.0,38.584,0.0,8.0,4823.0,1077.0,1.0,250.422,90.0,10,10,<unknown>,<unknown>,33,5,32,5
278,1.0,-2.5,-1.8675882,0.014,50.0,34.744,0.0,7.0,4343.0,1078.0,1.0,252.3754,10.0,14,10,<unknown>,<unknown>,27,5,27,5
279,1.0,-2.5,-1.894491,0.0136,50.0,34.76,0.0,6.0,4345.0,1078.0,1.0,255.54993,90.0,9,10,<unknown>,<unknown>,26,5,27,5
280,1.0,-2.5,-1.8338796,0.0146,50.0,35.328,0.0,9.0,4416.0,1078.0,1.0,248.3978,10.0,21,10,<unknown>,<unknown>,25,5,28,5
281,1.0,-2.5,-1.7658751,0.0166,50.0,35.24,0.0,15.0,4405.0,1078.0,1.0,240.37326,70.0,57,10,<unknown>,<unknown>,29,5,23,5
282,1.0,-2.5,-1.8817508,0.0147,50.0,39.824,0.0,9.0,4978.0,1080.0,1.0,254.0466,50.0,17,10,<unknown>,<unknown>,32,5,33,5
283,1.0,-2.5,-1.9125718,0.0152,50.0,41.576,0.0,10.0,5197.0,1080.0,1.0,257.68347,10.0,20,10,<unknown>,<unknown>,28,5,33,5
284,1.0,-2.5,-1.9747865,0.0141,50.0,44.928,0.0,7.0,5616.0,1080.0,1.0,265.0248,50.0,4,10,<unknown>,<unknown>,36,5,34,5
285,1.0,-2.5,-1.9692091,0.0143,50.0,43.44,0.0,8.0,5430.0,1080.0,1.0,264.36667,70.0,8,10,<unknown>,<unknown>,36,5,34,5
286,1.0,-2.5,-1.8425068,0.0163,50.0,38.16,0.0,14.0,4770.0,1080.0,1.0,249.4158,50.0,36,10,<unknown>,<unknown>,27,5,36,5
287,1.0,-2.2,-1.8731809,0.0148,44.0,38.264,0.0,9.0,4783.0,1080.0,1.0,253.03534,50.0,21,10,<unknown>,<unknown>,32,5,31,5
288,1.0,-2.2,-1.8872118,0.0145,44.0,42.354546,0.0,8.0,4659.0,954.0,1.0,254.691,90.0,13,10,<unknown>,<unknown>,32,5,30,4
289,1.0,-2.2,-1.8885068,0.0142,44.0,40.563637,0.0,7.0,4462.0,954.0,1.0,254.8438,30.0,6,10,<unknown>,<unknown>,33,5,33,5
290,1.0,-2.2,-1.8716842,0.0142,44.0,44.890907,0.0,7.0,4938.0,955.0,1.0,252.85873,50.0,6,10,<unknown>,<unknown>,32,5,32,5
291,-0.21000002,-2.2,-1.474583,0.0242,44.0,31.154545,0.0,38.0,3427.0,954.0,1.0,206.0008,30.0,74,10,<unknown>,<unknown>,24,5,23,5
292,1.0,-2.2,-1.8930728,0.0149,44.0,41.327274,0.0,9.0,4546.0,954.0,1.0,255.3826,90.0,21,10,<unknown>,<unknown>,29,5,30,5
293,1.0,-2.2,-1.9345,0.0139,44.0,44.2,0.0,6.0,4862.0,954.0,1.0,260.271,50.0,4,10,<unknown>,<unknown>,31,5,31,5
294,1.0,-2.2,-1.9140056,0.0146,44.0,43.1,0.0,8.0,4741.0,954.0,1.0,257.85266,50.0,14,10,<unknown>,<unknown>,30,5,31,5
295,1.0,-2.2,-1.9287578,0.014,44.0,44.109093,0.0,6.0,4852.0,954.0,1.0,259.5934,90.0,4,10,<unknown>,<unknown>,31,5,31,5
296,1.0,-2.2,-1.7503937,0.0171,44.0,39.363636,0.0,15.0,4330.0,954.0,1.0,238.54646,50.0,52,10,<unknown>,<unknown>,28,5,26,5
297,1.0,-2.2,-1.8684695,0.0155,44.0,41.48182,0.0,11.0,4563.0,954.0,1.0,252.4794,30.0,30,10,<unknown>,<unknown>,29,5,29,5
298,1.0,-2.2,-1.7789565,0.0172,44.0,38.29091,0.0,16.0,4212.0,954.0,1.0,241.91687,30.0,55,10,<unknown>,<unknown>,26,5,28,5
299,1.0,-2.2,-1.9389385,0.0147,44.0,44.28182,0.0,8.0,4871.0,954.0,1.0,260.79474,10.0,15,10,<unknown>,<unknown>,30,5,30,5
300,1.0,-2.2,-1.8578525,0.0158,44.0,43.872726,0.0,11.0,4826.0,954.0,1.0,251.2266,90.0,29,10,<unknown>,<unknown>,30,5,32,5
301,-0.10000002,-2.2,-1.5995197,0.022,44.0,38.090908,0.0,31.0,4190.0,954.0,1.0,220.74333,30.0,71,10,<unknown>,<unknown>,25,5,27,5
302,1.0,-2.2,-1.8008853,0.0171,44.0,44.581818,0.0,16.0,4904.0,954.0,1.0,244.50447,90.0,51,10,<unknown>,<unknown>,30,5,30,5
303,1.0,-2.2,-1.7604764,0.0168,44.0,45.554546,0.0,15.0,5011.0,954.0,1.0,239.7362,90.0,43,10,<unknown>,<unknown>,32,5,37,5
304,1.0,-2.2,-1.7933921,0.0162,44.0,43.572727,0.0,13.0,4793.0,954.0,1.0,243.62027,30.0,36,10,<unknown>,<unknown>,32,5,30,5
